"year","mun","cont","kg"
2021,"Albanchez de Mágina",8,11657
2021,"Alcalá la Real",183,254100
2021,"Alcaudete",70,122614
2021,"Aldeaquemada",4,5723
2021,"Andújar",141,425540
2021,"Arjona",21,64045
2021,"Arjonilla",24,41659
2021,"Arquillos",18,20071
2021,"Arroyo del Ojanco",27,26358
2021,"Baeza",92,185225
2021,"Bailén",72,205625
2021,"Baños de la Encina",15,30507
2021,"Beas de Segura",42,60108
2021,"Bedmar y Garcíez",24,31212
2021,"Begíjar",15,35231
2021,"Bélmez de la Moraleda",11,18121
2021,"Benatae",6,5206
2021,"Cabra del Santo Cristo",17,20988
2021,"Cambil",28,31282
2021,"Campillo de Arenas",19,20483
2021,"Canena",13,21411
2021,"Carboneros",10,7145
2021,"Cárcheles",7,15512
2021,"Carolina, La",84,176834
2021,"Castellar",23,38392
2021,"Castillo de Locubín",39,47229
2021,"Cazalilla",7,9107
2021,"Cazorla",46,85174
2021,"Chiclana de Segura",12,10776
2021,"Chilluévar",6,16358
2021,"Escañuela",10,11046
2021,"Espeluy",12,7157
2021,"Frailes",12,18790
2021,"Fuensanta de Martos",20,35383
2021,"Fuerte del Rey",13,15430
2021,"Génave",8,6969
2021,"Guardia de Jaén, La",35,59720
2021,"Guarromán",25,31893
2021,"Higuera de Calatrava",6,7063
2021,"Hinojares",5,4183
2021,"Hornos",13,7063
2021,"Huelma",42,66771
2021,"Huesa",21,29085
2021,"Ibros",28,32998
2021,"Iruela, La",23,22234
2021,"Iznatoraf",5,10658
2021,"Jabalquinto",10,23655
2021,"Jaén",369,1392308
2021,"Jamilena",28,38803
2021,"Jimena",10,14677
2021,"Jódar",47,136116
2021,"Lahiguera",15,19413
2021,"Larva",5,5488
2021,"Linares",258,664245
2021,"Lopera",40,42775
2021,"Lupión",8,9754
2021,"Mancha Real",72,132967
2021,"Marmolejo",22,79040
2021,"Martos",96,285217
2021,"Mengíbar",64,117196
2021,"Montizón",8,19213
2021,"Navas de San Juan",25,52564
2021,"Noalejo",18,22140
2021,"Orcera",21,20694
2021,"Peal de Becerro",46,62576
2021,"Pegalajar",20,33597
2021,"Porcuna",23,71860
2021,"Pozo Alcón",50,55302
2021,"Puente de Génave",27,25453
2021,"Puerta de Segura, La",19,26441
2021,"Quesada",36,60649
2021,"Rus",20,41318
2021,"Sabiote",24,45442
2021,"Santa Elena",13,10423
2021,"Santiago de Calatrava",6,7873
2021,"Santiago-Pontones",48,33280
2021,"Santisteban del Puerto",28,52552
2021,"Santo Tomé",14,24889
2021,"Segura de la Sierra",34,20812
2021,"Siles",27,25959
2021,"Sorihuela del Guadalimar",8,12633
2021,"Torreblascopedro",24,28462
2021,"Torredelcampo",62,165212
2021,"Torredonjimeno",55,159172
2021,"Torreperogil",57,84539
2021,"Torres",18,15864
2021,"Torres de Albánchez",10,8931
2021,"Úbeda",152,401990
2021,"Valdepeñas de Jaén",27,42881
2021,"Vilches",33,51424
2021,"Villacarrillo",64,123918
2021,"Villanueva de la Reina",29,35560
2021,"Villanueva del Arzobispo",43,93623
2021,"Villardompardo",7,11234
2021,"Villares, Los",38,71754
2021,"Villarrodrigo",7,4604
2021,"Villatorres",30,50660
