"year","mun","cont","kg"
2021,"Abusejo",2,2892
2021,"Agallas",6,5500
2021,"Ahigal de los Aceiteros",2,1021
2021,"Ahigal de Villarino",1,830
2021,"Alameda de Gardón, La",3,2283
2021,"Alamedilla, La",3,3440
2021,"Alaraz",7,2093
2021,"Alba de Tormes",35,39134
2021,"Alba de Yeltes",1,2360
2021,"Alberca, La",14,20244
2021,"Alberguería de Argañán, La",2,2400
2021,"Alconada",2,3363
2021,"Aldea del Obispo",3,2620
2021,"Aldeacipreste",1,1385
2021,"Aldeadávila de la Ribera",8,9019
2021,"Aldealengua",4,5366
2021,"Aldeanueva de Figueroa",2,2638
2021,"Aldeanueva de la Sierra",1,834
2021,"Aldearrodrigo",1,1321
2021,"Aldearrubia",5,3635
2021,"Aldeaseca de Alba",2,476
2021,"Aldeaseca de la Frontera",4,2925
2021,"Aldeatejada",19,18648
2021,"Aldeavieja de Tormes",2,3304
2021,"Aldehuela de la Bóveda",1,1571
2021,"Aldehuela de Yeltes",2,2890
2021,"Almenara de Tormes",3,1654
2021,"Almendra",1,1766
2021,"Anaya de Alba",3,2233
2021,"Añover de Tormes",1,1213
2021,"Arabayona de Mógica",3,5001
2021,"Arapiles",6,8031
2021,"Arcediano",1,1563
2021,"Arco, El",1,1437
2021,"Armenteros",6,8232
2021,"Atalaya, La",1,1600
2021,"Babilafuente",9,11572
2021,"Bañobárez",1,5709
2021,"Barbadillo",5,2475
2021,"Barbalos",2,2107
2021,"Barceo",1,8507
2021,"Barruecopardo",5,6040
2021,"Bastida, La",1,746
2021,"Béjar",51,132990
2021,"Beleña",1,1922
2021,"Bermellar",1,2754
2021,"Berrocal de Huebra",1,806
2021,"Berrocal de Salvatierra",2,714
2021,"Boada",3,2897
2021,"Bodón, El",4,4970
2021,"Bogajo",1,2794
2021,"Bouza, La",1,535
2021,"Bóveda del Río Almar",4,1711
2021,"Brincones",1,830
2021,"Buenamadre",2,2766
2021,"Buenavista",2,1954
2021,"Cabaco, El",7,5538
2021,"Cabeza de Béjar, La",2,2688
2021,"Cabeza del Caballo",4,5143
2021,"Cabezabellosa de la Calzada",1,1757
2021,"Cabrerizos",24,45825
2021,"Cabrillas",3,5679
2021,"Calvarrasa de Abajo",7,3873
2021,"Calvarrasa de Arriba",3,4376
2021,"Calzada de Béjar, La",1,1901
2021,"Calzada de Don Diego",1,548
2021,"Calzada de Valdunciel",5,4570
2021,"Campillo de Azaba",2,2710
2021,"Campo de Peñaranda, El",2,3826
2021,"Candelario",6,17492
2021,"Canillas de Abajo",2,678
2021,"Cantagallo",1,2354
2021,"Cantalapiedra",10,11995
2021,"Cantalpino",8,8757
2021,"Cantaracillo",2,2910
2021,"Carbajosa de la Sagrada",31,99956
2021,"Carpio de Azaba",2,2016
2021,"Carrascal de Barregas",7,9019
2021,"Carrascal del Obispo",2,1267
2021,"Casafranca",1,796
2021,"Casas del Conde, Las",1,6499
2021,"Casillas de Flores",5,5080
2021,"Castellanos de Moriscos",11,24853
2021,"Castellanos de Villiquera",6,10053
2021,"Castillejo de Martín Viejo",3,1589
2021,"Castraz",2,796
