"year","mun","cont","kg"
2022,"Adeje",311,3261820
2022,"Arafo",37,60150
2022,"Arico",48,120950
2022,"Arona",409,3092680
2022,"Buenavista del Norte",30,71980
2022,"Candelaria",151,263430
2022,"Fasnia",15,26360
2022,"Garachico",24,55540
2022,"Granadilla de Abona",282,750550
2022,"Guancha, La",37,37520
2022,"Guía de Isora",138,436830
2022,"Güímar",102,190930
2022,"Icod de los Vinos",133,190030
2022,"Matanza de Acentejo, La",63,86570
2022,"Orotava, La",256,471460
2022,"Puerto de la Cruz",203,1109380
2022,"Realejos, Los",194,336170
2022,"Rosario, El",121,194390
2022,"San Cristóbal de La Laguna",752,1585210
2022,"San Juan de la Rambla",39,42460
2022,"San Miguel de Abona",136,533560
2022,"Santa Cruz de Tenerife",1020,2507470
2022,"Santa Úrsula",82,178610
2022,"Santiago del Teide",61,521070
2022,"Sauzal, El",58,130560
2022,"Silos, Los",33,55890
2022,"Tacoronte",142,235850
2022,"Tanque, El",14,19710
2022,"Tegueste",70,122330
2022,"Victoria de Acentejo, La",48,50370
2022,"Vilaflor de Chasna",28,48370
