"year","mun","cont","kg"
2022,"Abades",11,9950
2022,"Adrada de Pirón",6,2080
2022,"Adrados",8,11509
2022,"Aguilafuente",9,11170
2022,"Alconada de Maderuelo",2,2400
2022,"Aldea Real",5,7050
2022,"Aldealcorvo",1,1940
2022,"Aldealengua de Pedraza",2,3784
2022,"Aldealengua de Santa María",1,3050
2022,"Aldeanueva de la Serrezuela",4,4020
2022,"Aldeanueva del Codonal",4,2340
2022,"Aldeasoña",2,2380
2022,"Aldehorno",3,5030
2022,"Aldehuela del Codonal",1,0
2022,"Aldeonte",2,230
2022,"Anaya",2,5590
2022,"Añe",1,0
2022,"Arahuetes",4,560
2022,"Arcones",8,16018
2022,"Arevalillo de Cega",1,1000
2022,"Armuña",3,3900
2022,"Ayllón",21,35839
2022,"Barbolla",3,3300
2022,"Basardilla",13,6622
2022,"Bercial",4,3396
2022,"Bercimuel",3,3650
2022,"Bernardos",4,25121
2022,"Bernuy de Porreros",8,10630
2022,"Boceguillas",11,12580
2022,"Brieva",10,6836
2022,"Caballar",14,3930
2022,"Cabañas de Polendos",3,8178
2022,"Cabezuela",3,9970
2022,"Calabazas de Fuentidueña",1,2143
2022,"Campo de San Pedro",8,6440
2022,"Cantalejo",34,76150
2022,"Cantimpalos",10,27507
2022,"Carabias",2,1330
2022,"Carbonero el Mayor",22,43234
2022,"Carrascal del Río",6,4798
2022,"Casla",4,5798
2022,"Castillejo de Mesleón",7,9140
2022,"Castro de Fuentidueña",2,3524
2022,"Castrojimeno",1,3849
2022,"Castroserna de Abajo",1,3689
2022,"Castroserracín",2,2320
2022,"Cedillo de la Torre",2,5670
2022,"Cerezo de Abajo",9,9057
2022,"Cerezo de Arriba",5,8528
2022,"Chañe",4,9387
2022,"Cilleruelo de San Mamés",1,1510
2022,"Cobos de Fuentidueña",2,1690
2022,"Coca",31,40697
2022,"Codorniz",5,5280
2022,"Collado Hermoso",8,11646
2022,"Condado de Castilnovo",5,5268
2022,"Corral de Ayllón",2,3190
2022,"Cozuelos de Fuentidueña",4,3714
2022,"Cubillo",2,4800
2022,"Cuéllar",101,213922
2022,"Cuevas de Provanco",2,4790
2022,"Domingo García",1,960
2022,"Donhierro",1,1130
2022,"Duruelo",9,11782
2022,"Encinas",1,0
2022,"Encinillas",3,3790
2022,"Escalona del Prado",7,10680
2022,"Escarabajosa de Cabezas",4,5960
2022,"Escobar de Polendos",40,4600
2022,"Espinar, El",62,203730
2022,"Espirdo",15,20146
2022,"Fresneda de Cuéllar",1,6625
2022,"Fresno de Cantespino",20,21187
2022,"Fresno de la Fuente",2,3260
2022,"Frumales",4,5565
2022,"Fuente de Santa Cruz",2,5470
2022,"Fuente el Olmo de Fuentidueña",1,2004
2022,"Fuente el Olmo de Íscar",1,526
2022,"Fuentepelayo",12,19823
2022,"Fuentepiñel",1,4304
2022,"Fuenterrebollo",4,11244
2022,"Fuentesaúco de Fuentidueña",3,7656
2022,"Fuentesoto",2,250
2022,"Fuentidueña",3,5593
2022,"Gallegos",2,5585
2022,"Garcillán",6,9320
2022,"Gomezserracín",11,13830
2022,"Grajera",4,6620
2022,"Honrubia de la Cuesta",3,1290
2022,"Hontalbilla",7,10952
2022,"Hontanares de Eresma",7,12900
2022,"Huertos, Los",2,3030
2022,"Ituero y Lama",8,10960
2022,"Juarros de Riomoros",1,2703
2022,"Juarros de Voltoya",7,29990
2022,"Labajos",5,2840
2022,"Laguna de Contreras",2,490
2022,"Languilla",3,5150
2022,"Lastras de Cuéllar",11,8465
2022,"Lastras del Pozo",0,458
2022,"Lastrilla, La",33,71877
2022,"Losa, La",14,14310
2022,"Maderuelo",6,5880
2022,"Marazoleja",2,2010
2022,"Marazuela",3,1600
2022,"Martín Miguel",3,3288
2022,"Martín Muñoz de la Dehesa",3,2680
2022,"Martín Muñoz de las Posadas",6,0
2022,"Marugán",16,38289
2022,"Mata de Cuéllar",3,12010
2022,"Matabuena",3,8251
2022,"Matilla, La",1,3820
2022,"Melque de Cercos",1,481
2022,"Membibre de la Hoz",1,3740
2022,"Migueláñez",2,1450
2022,"Montejo de Arévalo",2,440
2022,"Montejo de la Vega de la Serrezuela",8,0
2022,"Monterrubio",2,915
2022,"Moral de Hornuez",2,2070
2022,"Mozoncillo",7,19462
2022,"Muñopedro",6,12452
2022,"Muñoveros",18,8750
2022,"Nava de la Asunción",19,72393
2022,"Navafría",8,14273
2022,"Navalilla",2,2377
2022,"Navalmanzano",14,22045
2022,"Navares de Ayuso",2,4040
2022,"Navares de Enmedio",2,3340
2022,"Navares de las Cuevas",1,3680
2022,"Navas de Oro",14,27244
2022,"Navas de Riofrío",6,16270
2022,"Navas de San Antonio",11,11660
2022,"Nieva",8,6470
2022,"Olombrada",9,8820
2022,"Orejana",3,5450
2022,"Ortigosa de Pestaño",1,0
2022,"Ortigosa del Monte",3,3500
2022,"Otero de Herreros",7,15310
2022,"Pajarejos",1,760
2022,"Palazuelos de Eresma",41,82790
2022,"Pedraza",10,34749
2022,"Pelayos del Arroyo",12,4089
2022,"Perosillo",1,0
2022,"Pinarejos",3,3670
2022,"Pinarnegrillo",2,3050
2022,"Prádena",8,30622
2022,"Puebla de Pedraza",1,4490
2022,"Rapariegos",2,5650
2022,"Real Sitio de San Ildefonso",15,106760
2022,"Rebollo",1,1170
2022,"Remondo",2,6467
2022,"Riaguas de San Bartolomé",1,2300
2022,"Riaza",46,139716
2022,"Ribota",3,3470
2022,"Riofrío de Riaza",1,1040
2022,"Roda de Eresma",2,1710
2022,"Sacramenia",3,17369
2022,"Samboal",8,17646
2022,"San Cristóbal de Cuéllar",1,1026
2022,"San Cristóbal de la Vega",2,550
2022,"San Cristóbal de Segovia",31,43858
2022,"San Martín y Mudrián",4,5447
2022,"San Miguel de Bernuy",3,3886
2022,"San Pedro de Gaíllos",5,12730
2022,"Sanchonuño",11,19790
2022,"Sangarcía",6,4026
2022,"Santa María la Real de Nieva",22,37027
2022,"Santa Marta del Cerro",3,3473
2022,"Santiuste de Pedraza",6,7150
2022,"Santiuste de San Juan Bautista",6,16870
2022,"Santo Domingo de Pirón",10,1760
2022,"Santo Tomé del Puerto",13,14109
2022,"Sauquillo de Cabezas",21,0
2022,"Sebúlcor",3,5620
2022,"Segovia",218,1067280
2022,"Sepúlveda",36,63762
2022,"Sequera de Fresno",1,1810
2022,"Sotillo",1,0
2022,"Sotosalbos",17,12905
2022,"Tabanera la Luenga",1,1611
2022,"Tolocirio",2,3610
2022,"Torre Val de San Pedro",4,9137
2022,"Torreadrada",1,250
2022,"Torrecaballeros",20,45023
2022,"Torrecilla del Pinar",2,4767
2022,"Torreiglesias",49,11352
2022,"Trescasas",9,26115
2022,"Turégano",19,29732
2022,"Urueñas",1,3530
2022,"Valdeprados",3,7800
2022,"Valdevacas de Montejo",2,0
2022,"Valdevacas y Guijar",1,3770
2022,"Valle de Tabladillo",2,6227
2022,"Vallelado",5,12769
2022,"Valleruela de Pedraza",1,3240
2022,"Valleruela de Sepúlveda",1,6310
2022,"Valseca",5,6780
2022,"Valtiendas",2,3738
2022,"Valverde del Majano",14,14310
2022,"Veganzones",24,4720
2022,"Vegas de Matute",9,12690
2022,"Ventosilla y Tejadilla",1,2154
2022,"Villacastín",23,18991
2022,"Villaverde de Íscar",11,4180
2022,"Villaverde de Montejo",2,1850
2022,"Villeguillo",4,1160
2022,"Yanguas de Eresma",1,8022
2022,"Zarzuela del Monte",4,9901
2022,"Zarzuela del Pinar",5,7200
