"year","mun","cont","kg"
2022,"Acedera",6,7313
2022,"Aceuchal",33,32352
2022,"Ahillones",6,4678
2022,"Alange",13,18199
2022,"Albuera, La",10,14831
2022,"Alburquerque",32,38849
2022,"Alconchel",9,10071
2022,"Alconera",5,5013
2022,"Aljucén",6,2573
2022,"Almendral",6,9307
2022,"Almendralejo",187,341108
2022,"Arroyo de San Serván",27,25363
2022,"Atalaya",3,6146
2022,"Azuaga",43,46523
2022,"Badajoz",532,1595913
2022,"Barcarrota",11,16275
2022,"Baterno",2,2582
2022,"Benquerencia de la Serena",11,9279
2022,"Berlanga",19,20787
2022,"Bienvenida",13,24097
2022,"Bodonal de la Sierra",8,20560
2022,"Burguillos del Cerro",24,37458
2022,"Cabeza del Buey",24,37352
2022,"Cabeza la Vaca",14,25682
2022,"Calamonte",40,30397
2022,"Calera de León",9,17047
2022,"Calzadilla de los Barros",4,2146
2022,"Campanario",33,33492
2022,"Campillo de Llerena",2,4447
2022,"Capilla",1,562
2022,"Carmonita",3,1294
2022,"Carrascalejo, El",4,2230
2022,"Casas de Don Pedro",11,7574
2022,"Casas de Reina",2,2294
2022,"Castilblanco",9,6148
2022,"Castuera",34,35952
2022,"Cheles",5,3540
2022,"Codosera, La",12,16966
2022,"Cordobilla de Lácara",9,12040
2022,"Coronada, La",18,11376
2022,"Corte de Peleas",7,5303
2022,"Cristina",2,1458
2022,"Don Álvaro",5,9186
2022,"Don Benito",211,299173
2022,"Entrín Bajo",6,4985
2022,"Esparragalejo",6,4238
2022,"Esparragosa de la Serena",5,4621
2022,"Esparragosa de Lares",3,2076
2022,"Feria",7,6499
2022,"Fregenal de la Sierra",21,50857
2022,"Fuenlabrada de los Montes",15,6972
2022,"Fuente de Cantos",35,46623
2022,"Fuente del Arco",7,6650
2022,"Fuente del Maestre",35,69980
2022,"Fuentes de León",9,20698
2022,"Garbayuela",2,2359
2022,"Garlitos",2,1406
2022,"Garrovilla, La",15,8558
2022,"Granja de Torrehermosa",12,13612
2022,"Guadiana",10,8374
