"year","mun","cont","kg"
2021,"Abanilla",54,78286
2021,"Abarán",86,267692
2021,"Águilas",238,709058
2021,"Albudeite",19,26778
2021,"Alcantarilla",187,726232
2021,"Alcázares, Los",120,329596
2021,"Aledo",21,37795
2021,"Alguazas",47,104726
2021,"Alhama de Murcia",153,452299
2021,"Archena",95,223080
2021,"Beniel",73,147560
2021,"Blanca",32,117233
2021,"Bullas",97,286129
2021,"Calasparra",89,226527
2021,"Campos del Río",19,30469
2021,"Caravaca de la Cruz",166,451238
2021,"Cartagena",1288,3673140
2021,"Cehegín",119,276499
2021,"Ceutí",30,133209
2021,"Cieza",183,681429
2021,"Fortuna",63,92333
2021,"Fuente Álamo de Murcia",159,277412
2021,"Jumilla",168,470904
2021,"Librilla",28,85256
2021,"Lorca",565,998320
2021,"Lorquí",54,116581
2021,"Mazarrón",275,880367
2021,"Molina de Segura",383,1270137
2021,"Moratalla",80,209267
2021,"Mula",128,365572
2021,"Murcia",1491,7919511
2021,"Ojós",7,5537
2021,"Pliego",29,65214
2021,"Puerto Lumbreras",115,237365
2021,"Ricote",31,41804
2021,"San Javier",300,885912
2021,"San Pedro del Pinatar",175,469507
2021,"Santomera",101,225007
2021,"Torre-Pacheco",237,594558
2021,"Torres de Cotillas, Las",136,366725
2021,"Totana",165,757708
2021,"Ulea",8,23899
2021,"Unión, La",96,188512
2021,"Villanueva del Río Segura",12,20891
2021,"Yecla",171,673723
