"year","mun","cont","kg"
2022,"Agrón",1,1493
2022,"Alamedilla",4,4215
2022,"Albolote",79,176837
2022,"Albondón",3,6405
2022,"Albuñán",4,4410
2022,"Albuñol",24,73299
2022,"Albuñuelas",3,4900
2022,"Aldeire",7,15069
2022,"Alfacar",26,85784
2022,"Algarinejo",21,21738
2022,"Alhama de Granada",52,85802
2022,"Alhendín",42,60282
2022,"Alicún de Ortega",3,4522
2022,"Almegíjar",2,4102
2022,"Almuñécar",168,768736
2022,"Alpujarra de la Sierra",6,12975
2022,"Alquife",2,5668
2022,"Arenas del Rey",9,7615
2022,"Armilla",71,161808
2022,"Atarfe",64,163142
2022,"Baza",77,166349
2022,"Beas de Granada",6,9270
2022,"Beas de Guadix",1,4236
2022,"Benalúa",13,15842
2022,"Benalúa de las Villas",9,8724
2022,"Benamaurel",12,18072
2022,"Bérchules",5,8195
2022,"Bubión",4,12502
2022,"Busquístar",3,3701
2022,"Cacín",7,1557
2022,"Cádiar",8,17716
2022,"Cájar",22,29935
2022,"Calahorra, La",6,15299
2022,"Calicasas",4,2288
2022,"Campotéjar",8,16826
2022,"Cáñar",2,5789
2022,"Caniles",16,23849
2022,"Capileira",9,29927
2022,"Carataunas",3,7272
2022,"Cástaras",2,1503
2022,"Castilléjar",13,14255
2022,"Castril",13,14561
2022,"Cenes de la Vega",39,100833
2022,"Chauchina",31,114845
2022,"Chimeneas",4,2508
2022,"Churriana de la Vega",42,138201
2022,"Cijuela",13,48157
2022,"Cogollos de Guadix",2,1124
2022,"Cogollos de la Vega",5,8460
2022,"Colomera",5,9735
2022,"Cortes de Baza",14,9420
2022,"Cortes y Graena",3,2342
2022,"Cuevas del Campo",10,16742
2022,"Cúllar",33,57714
2022,"Cúllar Vega",28,65187
2022,"Darro",8,7606
2022,"Dehesas de Guadix",2,2517
2022,"Dehesas Viejas",4,3833
2022,"Deifontes",8,15467
2022,"Diezma",2,2494
2022,"Dílar",10,20456
2022,"Dólar",4,6524
2022,"Domingo Pérez de Granada",4,4224
2022,"Dúdar",3,2412
2022,"Dúrcal",28,95904
2022,"Escúzar",3,1070
2022,"Ferreira",2,2744
2022,"Fonelas",2,2489
2022,"Fornes",8,5355
2022,"Freila",8,19197
2022,"Fuente Vaqueros",22,34430
2022,"Gabias, Las",45,125872
2022,"Galera",9,10932
2022,"Gobernador",1,2542
2022,"Gójar",27,38280
2022,"Gor",9,10059
2022,"Gorafe",3,4104
2022,"Granada",1137,4954043
2022,"Guadahortuna",9,21238
2022,"Guadix",94,97972
2022,"Guájares, Los",7,10182
2022,"Gualchos",23,50212
2022,"Güéjar Sierra",26,46926
2022,"Güevéjar",7,18526
2022,"Huélago",2,4484
2022,"Huéneja",7,14745
2022,"Huéscar",39,85086
2022,"Huétor de Santillán",19,24714
2022,"Huétor Tájar",65,127111
2022,"Huétor Vega",75,156599
2022,"Íllora",46,84203
2022,"Ítrabo",3,8638
2022,"Iznalloz",18,40718
2022,"Játar",3,3614
2022,"Jayena",2,4678
2022,"Jérez del Marquesado",4,9895
2022,"Jete",6,13112
2022,"Jun",14,38458
2022,"Juviles",1,805
2022,"Láchar",9,28294
2022,"Lanjarón",15,57634
2022,"Lanteira",2,7055
2022,"Lecrín",13,60765
2022,"Lentegí",3,6851
2022,"Lobras",2,1237
2022,"Loja",139,259701
2022,"Lugros",2,3442
2022,"Lújar",7,8255
2022,"Malahá, La",10,11060
2022,"Maracena",72,110864
2022,"Marchal",3,4229
2022,"Moclín",30,58190
2022,"Molvízar",5,11563
2022,"Monachil",76,177917
2022,"Montefrío",19,29954
2022,"Montejícar",7,8911
2022,"Montillana",4,9586
2022,"Moraleda de Zafayona",21,27445
2022,"Morelábor",6,3689
2022,"Motril",293,710744
2022,"Murtas",4,462
2022,"Nevada",8,16977
2022,"Nigüelas",6,17089
2022,"Nívar",3,8589
2022,"Ogíjares",62,146633
2022,"Orce",9,11612
2022,"Órgiva",39,97661
2022,"Otívar",7,22003
2022,"Padul",37,85091
2022,"Pampaneira",4,14251
2022,"Pedro Martínez",3,4325
2022,"Peligros",53,75550
2022,"Peza, La",6,5426
2022,"Píñar",7,5806
2022,"Pinar, El",5,5709
2022,"Pinos Genil",16,16020
2022,"Pinos Puente",33,94129
2022,"Polícar",2,3195
2022,"Polopos",13,22304
2022,"Pórtugos",2,2314
2022,"Puebla de Don Fadrique",18,16095
2022,"Pulianas",22,63040
2022,"Purullena",8,17454
2022,"Quéntar",5,5326
2022,"Rubite",3,4089
2022,"Salar",8,15154
2022,"Salobreña",66,206819
2022,"Santa Cruz del Comercio",2,5970
2022,"Santa Fe",66,109511
2022,"Soportújar",1,2113
2022,"Sorvilán",9,15144
2022,"Taha, La",11,8980
2022,"Torre-Cardela",3,9127
2022,"Torrenueva Costa",29,82199
2022,"Torvizcón",4,6514
2022,"Trevélez",9,11573
2022,"Turón",2,1130
2022,"Ugíjar",13,19614
2022,"Valderrubio",9,13144
2022,"Valle del Zalabí",9,5943
2022,"Valle, El",9,1984
2022,"Válor",4,12199
2022,"Vegas del Genil",47,123314
2022,"Vélez de Benaudalla",19,48009
2022,"Ventas de Huelma",5,8980
2022,"Villa de Otura",45,67410
2022,"Villamena",7,12051
2022,"Villanueva de las Torres",4,6235
2022,"Villanueva Mesía",6,14193
2022,"Víznar",6,9179
2022,"Zafarraya",13,24943
2022,"Zagra",8,20443
2022,"Zubia, La",61,173806
2022,"Zújar",7,24535
