"year","mun","cont","kg"
2022,"Bellmunt del Priorat",2,9647
2022,"Bisbal de Falset, La",2,7484
2022,"Cabacés",1,10711
2022,"Capçanes",3,13526
2022,"Cornudella de Montsant",5,33129
2022,"Falset",18,93518
2022,"Figuera, La",4,4017
2022,"Gratallops",3,8136
2022,"Guiamets, Els",1,9475
2022,"Lloar, El",2,3811
2022,"Marçà",6,21011
2022,"Margalef",4,3570
2022,"Masroig, El",1,17131
2022,"Molar, El",7,10231
2022,"Morera de Montsant, La",2,5596
2022,"Poboleda",1,11261
2022,"Porrera",1,14694
2022,"Pradell de la Teixeta",2,5630
2022,"Torre de Fontaubella, La",2,4394
2022,"Torroja del Priorat",4,4841
2022,"Ulldemolins",4,13732
2022,"Vilella Alta, La",3,4497
2022,"Vilella Baixa, La",3,7141
