"year","mun","cont","kg"
2021,"Abezames",1,1558
2021,"Alcañices",10,10336
2021,"Alcubilla de Nogales",2,3306
2021,"Alfaraz de Sayago",2,279
2021,"Algodre",1,921
2021,"Almaraz de Duero",2,1373
2021,"Almeida de Sayago",2,4539
2021,"Andavías",3,4060
2021,"Arcenillas",3,5192
2021,"Arcos de la Polvorosa",1,3020
2021,"Argañín",2,2101
2021,"Argujillo",2,1610
2021,"Arquillinos",1,2437
2021,"Arrabalde",2,2581
2021,"Aspariegos",2,1514
2021,"Asturianos",3,4607
2021,"Ayoó de Vidriales",7,6641
2021,"Barcial del Barco",3,4448
2021,"Belver de los Montes",3,2878
2021,"Benavente",98,222156
2021,"Benegiles",2,6153
2021,"Bermillo de Sayago",12,10907
2021,"Bóveda de Toro, La",6,9714
2021,"Bretó",4,3251
2021,"Bretocino",1,2610
2021,"Brime de Sog",2,2498
2021,"Brime de Urz",1,1600
2021,"Burganes de Valverde",6,11815
2021,"Bustillo del Oro",1,1397
2021,"Cabañas de Sayago",2,1478
2021,"Calzadilla de Tera",2,4162
2021,"Camarzana de Tera",15,19831
2021,"Cañizal",5,5388
2021,"Cañizo",3,1079
2021,"Carbajales de Alba",3,5579
2021,"Carbellino",3,3517
2021,"Casaseca de Campeán",3,2450
2021,"Casaseca de las Chanas",1,3917
2021,"Castrillo de la Guareña",2,5345
2021,"Castrogonzalo",3,4278
2021,"Castronuevo",2,5294
2021,"Castroverde de Campos",6,11273
2021,"Cazurra",3,5666
2021,"Cerecinos de Campos",2,3772
2021,"Cerecinos del Carrizal",1,1391
2021,"Cernadilla",2,1313
2021,"Cobreros",8,7219
2021,"Coomonte",1,2232
2021,"Coreses",9,12405
2021,"Corrales del Vino",6,14224
2021,"Cotanes del Monte",2,1658
2021,"Cubillos",2,3240
2021,"Cubo de Benavente",2,2132
2021,"Cubo de Tierra del Vino, El",2,4080
2021,"Cuelgamures",1,474
2021,"Entrala",3,2164
2021,"Espadañedo",1,861
2021,"Faramontanos de Tábara",4,7806
