"year","mun","cont","kg"
2023,"Aiguafreda",28,77339
2023,"Ametlla del Vallès, L'",67,252435
2023,"Bigues i Riells",62,211095
2023,"Caldes de Montbui",103,439669
2023,"Campins",8,20809
2023,"Canovelles",73,188646
2023,"Cànoves i Samalús",108,88720
2023,"Cardedeu",71,417922
2023,"Castellcir",14,44368
2023,"Castellterçol",18,69101
2023,"Figaró-Montmany",12,32739
2023,"Fogars de Montclús",20,47297
2023,"Franqueses del Vallès, Les",92,303300
2023,"Garriga, La",92,440005
2023,"Granera",5,13557
2023,"Granollers",222,1090082
2023,"Gualba",25,62227
2023,"Llagosta, La",53,165160
2023,"Lliçà d'Amunt",273,361600
2023,"Lliçà de Vall",64,173336
2023,"Llinars del Vallès",72,264160
2023,"Martorelles",43,136722
2023,"Mollet del Vallès",199,796830
2023,"Montmeló",51,171957
2023,"Montornès del Vallès",73,249977
2023,"Montseny",8,22603
2023,"Parets del Vallès",81,247867
2023,"Roca del Vallès, La",87,231234
2023,"Sant Antoni de Vilamajor",36,156111
2023,"Sant Celoni",114,329035
2023,"Sant Esteve de Palautordera",26,78780
2023,"Sant Feliu de Codines",34,124917
2023,"Sant Fost de Campsentelles",55,156064
2023,"Sant Pere de Vilamajor",143,155970
2023,"Sant Quirze Safaja",5,30340
2023,"Santa Eulàlia de Ronçana",39,209325
2023,"Santa Maria de Martorelles",10,44825
2023,"Santa Maria de Palautordera",90,254733
2023,"Tagamanent",7,7203
2023,"Vallgorguina",29,78385
2023,"Vallromanes",35,92955
2023,"Vilalba Sasserra",10,30277
2023,"Vilanova del Vallès",43,148203
