"year","mun","cont","kg"
2022,"Aitona",24,38298
2022,"Alamús, Els",6,14350
2022,"Albatàrrec",18,43346
2022,"Alcanó",3,5086
2022,"Alcarràs",66,167963
2022,"Alcoletge",32,73213
2022,"Alfarràs",22,53944
2022,"Alfés",4,6786
2022,"Alguaire",22,59927
2022,"Almacelles",52,112678
2022,"Almatret",5,7164
2022,"Almenar",24,65792
2022,"Alpicat",51,152571
2022,"Artesa de Lleida",10,31989
2022,"Aspa",2,4342
2022,"Benavent de Segrià",14,31719
2022,"Corbins",11,27827
2022,"Gimenells i el Pla de la Font",11,32706
2022,"Granja d'Escarp, La",8,17783
2022,"Llardecans",5,9913
2022,"Lleida",619,2521770
2022,"Maials",9,21398
2022,"Massalcoreig",4,11441
2022,"Montoliu de Lleida",4,10341
2022,"Portella, La",5,13496
2022,"Puigverd de Lleida",9,29032
2022,"Rosselló",29,66151
2022,"Sarroca de Lleida",4,8249
2022,"Seròs",15,36732
2022,"Soses",12,34016
2022,"Sudanell",7,15668
2022,"Sunyer",2,7718
2022,"Torre-serona",6,13192
2022,"Torrebesses",3,6886
2022,"Torrefarrera",46,101900
2022,"Torres de Segre",22,47987
2022,"Vilanova de la Barca",11,30396
2022,"Vilanova de Segrià",11,24240
