"year","mun","cont","kg"
2021,"Alameda",24,93008
2021,"Alcaucín",27,38791
2021,"Alfarnate",8,18127
2021,"Alfarnatejo",4,6196
2021,"Algarrobo",47,135569
2021,"Algatocín",5,11240
2021,"Alhaurín de la Torre",161,483670
2021,"Alhaurín el Grande",90,258280
2021,"Almáchar",11,21469
2021,"Almargen",17,23072
2021,"Almogía",13,21441
2021,"Álora",50,113764
2021,"Alozaina",12,23399
2021,"Alpandeire",5,1741
2021,"Antequera",218,401661
2021,"Árchez",5,8464
2021,"Archidona",60,92978
2021,"Ardales",23,21743
2021,"Arenas",8,25876
2021,"Arriate",27,100358
2021,"Atajate",4,3772
2021,"Benadalid",3,3217
2021,"Benahavís",89,171373
2021,"Benalauría",3,6048
2021,"Benalmádena",342,1552640
2021,"Benamargosa",13,26741
2021,"Benamocarra",12,32773
2021,"Benaoján",9,17629
2021,"Benarrabá",5,9955
2021,"Borge, El",5,16062
2021,"Burgo, El",14,24922
2021,"Campillos",46,95700
2021,"Cañete la Real",12,19351
2021,"Canillas de Aceituno",8,36934
2021,"Canillas de Albaida",5,15518
2021,"Carratraca",6,6420
2021,"Cartajima",4,1602
2021,"Cártama",82,150880
2021,"Casabermeja",37,66384
2021,"Casarabonela",17,56775
2021,"Casares",84,227399
2021,"Coín",77,317320
2021,"Colmenar",19,58343
2021,"Comares",9,23170
2021,"Cómpeta",11,81105
2021,"Cortes de la Frontera",22,48460
2021,"Cuevas Bajas",12,19264
2021,"Cuevas de San Marcos",17,31596
2021,"Cuevas del Becerro",7,50635
2021,"Cútar",5,10731
2021,"Estepona",502,1302527
2021,"Faraján",2,1728
2021,"Frigiliana",23,123180
2021,"Fuengirola",352,1789575
2021,"Fuente de Piedra",19,21418
2021,"Gaucín",11,35467
2021,"Genalguacil",5,5427
2021,"Guaro",5,25886
2021,"Humilladero",35,26527
2021,"Igualeja",4,4979
2021,"Istán",15,15998
2021,"Iznate",7,9759
2021,"Jimera de Líbar",4,4598
2021,"Jubrique",9,7222
2021,"Júzcar",3,1417
2021,"Macharaviaya",4,6061
2021,"Málaga",1752,8574610
2021,"Manilva",125,335233
2021,"Marbella",986,4165903
2021,"Mijas",686,2260992
2021,"Moclinejo",5,14781
2021,"Mollina",44,91092
2021,"Monda",15,30620
2021,"Montecorto",6,13535
2021,"Montejaque",7,11514
2021,"Nerja",111,494120
2021,"Ojén",37,78623
2021,"Parauta",5,1583
2021,"Periana",17,52578
2021,"Pizarra",51,98760
2021,"Pujerra",2,2039
2021,"Rincón de la Victoria",187,737060
2021,"Riogordo",18,46603
2021,"Ronda",166,369815
2021,"Salares",3,3803
2021,"Sayalonga",8,32058
2021,"Sedella",5,12663
2021,"Serrato",5,5712
2021,"Sierra de Yeguas",20,26696
2021,"Teba",18,12160
2021,"Tolox",10,24251
2021,"Torremolinos",537,1463038
2021,"Torrox",101,474240
2021,"Totalán",4,8708
2021,"Valle de Abdalajís",18,15166
2021,"Vélez-Málaga",386,1156435
2021,"Villanueva de Algaidas",32,49361
2021,"Villanueva de la Concepción",23,53907
2021,"Villanueva de Tapia",15,12022
2021,"Villanueva del Rosario",23,60328
2021,"Villanueva del Trabuco",35,88174
2021,"Viñuela",20,42252
2021,"Yunquera",13,39900
