"year","mun","cont","kg"
2023,"Bellmunt del Priorat",1,8801
2023,"Bisbal de Falset, La",2,7086
2023,"Cabacés",1,9837
2023,"Capçanes",3,13169
2023,"Cornudella de Montsant",1,31645
2023,"Falset",23,88659
2023,"Figuera, La",1,3980
2023,"Gratallops",3,7636
2023,"Guiamets, Els",1,9028
2023,"Lloar, El",1,3365
2023,"Marçà",4,19188
2023,"Margalef",1,3462
2023,"Masroig, El",3,15499
2023,"Molar, El",3,9578
2023,"Morera de Montsant, La",2,5177
2023,"Poboleda",1,10581
2023,"Porrera",2,13881
2023,"Pradell de la Teixeta",1,5565
2023,"Torre de Fontaubella, La",1,4045
2023,"Torroja del Priorat",3,4562
2023,"Ulldemolins",4,13234
2023,"Vilella Alta, La",1,4401
2023,"Vilella Baixa, La",1,6536
