"year","mun","cont","kg"
2023,"Alàs i Cerc",12,9425
2023,"Arsèguel",2,2254
2023,"Bassella",11,5792
2023,"Cabó",4,2595
2023,"Cava",3,1288
2023,"Coll de Nargó",12,14887
2023,"Estamariu",3,3893
2023,"Fígols i Alinyà",13,6683
2023,"Josa i Tuixén",7,3659
2023,"Montferrer i Castellbò",29,31991
2023,"Oliana",32,48855
2023,"Organyà",15,20889
2023,"Peramola",15,9042
2023,"Pont de Bar, El",9,4771
2023,"Ribera d'Urgellet",21,27454
2023,"Seu d'Urgell, La",103,367849
2023,"Valls d'Aguilar, Les",8,7077
2023,"Valls de Valira, Les",18,23181
2023,"Vansa i Fórnols, La",13,5298
