"year","mun","cont","kg"
2022,"Campdevànol",36,116160
2022,"Campelles",4,5850
2022,"Camprodon",35,89151
2022,"Gombrèn",5,7222
2022,"Llanars",7,19246
2022,"Llosses, Les",5,7402
2022,"Molló",5,13179
2022,"Ogassa",6,8016
2022,"Pardines",5,5958
2022,"Planoles",13,11085
2022,"Queralbs",11,6897
2022,"Ribes de Freser",28,65356
2022,"Ripoll",88,384227
2022,"Sant Joan de les Abadesses",32,118218
2022,"Sant Pau de Segúries",11,26431
2022,"Setcases",5,7222
2022,"Toses",9,6680
2022,"Vallfogona de Ripollès",4,8016
2022,"Vilallonga de Ter",10,14804
