"year","mun","cont","kg"
2023,"Ademuz",9,11920
2023,"Ador",20,35320
2023,"Agullent",10,36680
2023,"Aielo de Malferit",34,86020
2023,"Aielo de Rugat",3,3900
2023,"Alaquàs",130,310020
2023,"Albaida",32,86740
2023,"Albal",56,156180
2023,"Albalat de la Ribera",21,51460
2023,"Albalat dels Sorells",20,36260
2023,"Albalat dels Tarongers",17,21108
2023,"Alberic",61,103780
2023,"Alborache",12,18360
2023,"Alboraia/Alboraya",115,489660
2023,"Albuixech",13,30920
2023,"Alcàntera de Xúquer",10,36800
2023,"Alcàsser",50,111020
2023,"Alcublas",9,15500
2023,"Alcúdia de Crespins, l'",31,75440
2023,"Alcúdia, l'",103,193140
2023,"Aldaia",106,247320
2023,"Alfafar",80,222380
2023,"Alfara de la Baronia",8,5571
2023,"Alfara del Patriarca",9,22940
2023,"Alfarp",17,41660
2023,"Alfarrasí",13,14900
2023,"Alfauir",7,10600
2023,"Algar de Palancia",13,16018
2023,"Algemesí",89,340540
2023,"Algimia de Alfara",8,17250
2023,"Alginet",66,138480
2023,"Almàssera",46,95240
2023,"Almiserà",5,4720
2023,"Almoines",21,31980
2023,"Almussafes",43,126500
2023,"Alpuente",4,10500
2023,"Alqueria de la Comtessa, l'",19,18400
2023,"Alzira",183,518980
2023,"Andilla",6,10400
2023,"Anna",11,29340
2023,"Antella",11,27140
2023,"Aras de los Olmos",4,9000
2023,"Atzeneta d'Albaida",5,13900
2023,"Ayora",30,87240
2023,"Barx",23,42300
2023,"Barxeta",19,25000
2023,"Bèlgida",5,7100
2023,"Bellreguard",71,93420
2023,"Bellús",7,14100
2023,"Benagéber",5,3400
2023,"Benaguasil",63,83800
2023,"Benavites",9,13640
2023,"Beneixida",10,19200
2023,"Benetússer",57,115780
2023,"Beniarjó",24,23700
2023,"Beniatjar",2,4700
2023,"Benicolet",6,11900
2023,"Benicull de Xúquer",10,21800
2023,"Benifaió",76,146140
2023,"Benifairó de la Valldigna",10,27420
2023,"Benifairó de les Valls",15,24900
2023,"Beniflá",9,21400
2023,"Benigànim",34,83740
2023,"Benimodo",19,22140
2023,"Benimuslem",7,7600
2023,"Beniparrell",40,37940
2023,"Benirredrà",15,25400
2023,"Benissanó",15,25140
2023,"Benissoda",4,7900
2023,"Benissuera",2,3000
2023,"Bétera",103,298460
2023,"Bicorp",6,11500
2023,"Bocairent",35,110840
2023,"Bolbaite",8,20500
2023,"Bonrepòs i Mirambell",18,39680
