"year","mun","cont","kg"
2023,"Avià",16,62931
2023,"Bagà",19,71933
2023,"Berga",96,442351
2023,"Borredà",12,25090
2023,"Capolat",3,4377
2023,"Casserres",18,74755
2023,"Castell de l'Areny",1,2966
2023,"Castellar de n'Hug",6,9888
2023,"Castellar del Riu",4,15347
2023,"Cercs",18,32537
2023,"Espunyola, L'",3,10104
2023,"Fígols",0,0
2023,"Gironella",44,153136
2023,"Gisclareny",2,4120
2023,"Gósol",5,28880
2023,"Guardiola de Berguedà",23,55454
2023,"Montclar",2,3553
2023,"Montmajor",12,14111
2023,"Nou de Berguedà, La",5,9002
2023,"Olvan",15,17901
2023,"Pobla de Lillet, La",12,55186
2023,"Puig-reig",44,119981
2023,"Quar, La",1,1545
2023,"Sagàs",7,16593
2023,"Saldes",12,27603
2023,"Sant Jaume de Frontanyà",3,4223
2023,"Sant Julià de Cerdanyola",1,10444
2023,"Santa Maria de Merlès",3,11752
2023,"Vallcebre",3,15965
2023,"Vilada",12,26408
2023,"Viver i Serrateix",6,9465
