"year","mun","cont","kg"
2023,"Abiego",3,5300
2023,"Abizanda",6,0
2023,"Adahuesca",2,3800
2023,"Agüero",3,5800
2023,"Aínsa-Sobrarbe",18,337760
2023,"Aisa",21,21020
2023,"Albalate de Cinca",6,15800
2023,"Albalatillo",3,3600
2023,"Albelda",8,11600
2023,"Albero Alto",1,1100
2023,"Albero Bajo",2,1600
2023,"Alberuela de Tubo",3,5200
2023,"Alcalá de Gurrea",6,4000
2023,"Alcalá del Obispo",5,2400
2023,"Alcampell",5,13600
2023,"Alcolea de Cinca",6,16120
2023,"Alcubierre",2,4300
2023,"Alerre",3,5980
2023,"Alfántega",1,1900
2023,"Almudévar",25,28200
2023,"Almunia de San Juan",5,12540
2023,"Almuniente",5,5000
2023,"Alquézar",10,34480
2023,"Altorricón",11,23960
2023,"Angüés",6,3900
2023,"Ansó",7,13600
2023,"Antillón",1,1600
2023,"Aragüés del Puerto",2,3300
2023,"Arén",9,9980
2023,"Argavieso",1,1200
2023,"Arguis",5,3200
2023,"Ayerbe",16,26140
2023,"Azanuy-Alins",2,5600
2023,"Azara",2,1800
2023,"Azlor",1,2400
2023,"Baélls",3,5100
2023,"Bailo",6,5740
2023,"Baldellou",1,2400
2023,"Ballobar",6,21440
2023,"Banastás",3,5400
2023,"Barbastro",105,364600
2023,"Barbués",1,300
2023,"Barbuñales",2,3500
2023,"Bárcabo",3,0
2023,"Belver de Cinca",11,16800
2023,"Benabarre",18,31740
2023,"Benasque",29,151580
2023,"Beranuy",5,2500
2023,"Berbegal",4,4400
2023,"Bielsa",10,0
2023,"Bierge",15,17720
2023,"Biescas",46,70711
2023,"Binaced",11,27400
2023,"Binéfar",68,169880
2023,"Bisaurri",4,2800
2023,"Biscarrués",4,5900
2023,"Blecua y Torres",2,3300
2023,"Boltaña",12,0
2023,"Bonansa",1,2400
2023,"Borau",2,5200
2023,"Broto",9,0
2023,"Caldearenas",8,7305
2023,"Campo",7,17400
2023,"Camporrélls",5,5100
2023,"Canal de Berdún",9,17160
2023,"Candasnos",7,7700
2023,"Canfranc",13,35260
2023,"Capdesaso",1,1900
2023,"Capella",4,5100
2023,"Casbas de Huesca",9,5100
2023,"Castejón de Monegros",4,7700
2023,"Castejón de Sos",12,28540
2023,"Castejón del Puente",5,1800
2023,"Castelflorite",1,2900
2023,"Castiello de Jaca",10,17520
2023,"Castigaleu",2,900
2023,"Castillazuelo",1,3400
2023,"Castillonroy",7,9300
2023,"Chalamera",2,2000
2023,"Chía",2,5800
2023,"Chimillas",4,7660
2023,"Colungo",2,4100
2023,"Esplús",9,13000
2023,"Estada",2,3200
2023,"Estadilla",6,14480
2023,"Estopiñán del Castillo",4,10000
2023,"Fago",2,1000
2023,"Fanlo",3,0
2023,"Fiscal",6,0
2023,"Fonz",6,13960
2023,"Foradada del Toscar",6,4800
2023,"Fraga",67,209480
2023,"Fueva, La",6,0
2023,"Gistaín",1,0
2023,"Grado, El",17,29660
2023,"Grañén",19,20300
2023,"Graus",50,90200
2023,"Gurrea de Gállego",17,21660
2023,"Hoz de Jaca",2,4150
2023,"Hoz y Costean",2,3500
2023,"Huerto",3,3700
2023,"Huesca",405,981821
2023,"Ibieca",1,3200
2023,"Igriés",4,7900
2023,"Ilche",4,5200
2023,"Isábena",11,8580
2023,"Jaca",146,352960
2023,"Jasa",2,4600
2023,"Labuerda",5,0
2023,"Laluenga",2,3700
2023,"Lalueza",10,11500
2023,"Lanaja",10,12500
2023,"Laperdiguera",1,1200
2023,"Lascellas-Ponzano",7,3700
2023,"Lascuarre",2,3000
2023,"Laspaúles",3,7700
2023,"Laspuña",4,0
2023,"Loarre",8,14080
2023,"Loporzano",14,8960
2023,"Loscorrales",1,900
2023,"Lupiñén-Ortilla",5,8600
2023,"Monesma y Cajigar",3,800
2023,"Monflorite-Lascasas",10,7300
2023,"Montanuy",5,6640
2023,"Monzón",81,234000
2023,"Naval",4,7700
2023,"Novales",2,1600
2023,"Nueno",11,12900
2023,"Olvena",2,1000
2023,"Ontiñena",4,9700
2023,"Osso de Cinca",4,8900
2023,"Palo",1,0
2023,"Panticosa",37,63895
2023,"Peñalba",4,10500
2023,"Peñas de Riglos, Las",17,16360
2023,"Peralta de Alcofea",4,7800
2023,"Peralta de Calasanz",7,7600
2023,"Peraltilla",3,2600
2023,"Perarrúa",4,3400
2023,"Pertusa",1,1300
2023,"Piracés",1,1400
2023,"Plan",5,0
2023,"Poleñino",3,2600
2023,"Pozán de Vero",1,4000
2023,"Puebla de Castro, La",11,19360
2023,"Puente de Montañana",5,6300
2023,"Puente la Reina de Jaca",4,9200
2023,"Puértolas",6,0
2023,"Pueyo de Araguás, El",4,0
2023,"Pueyo de Santa Cruz",2,5600
2023,"Quicena",4,6400
2023,"Robres",4,7600
2023,"Sabiñánigo",118,195665
2023,"Sahún",8,10200
2023,"Salas Altas",2,4800
2023,"Salas Bajas",5,8800
2023,"Salillas",1,1400
2023,"Sallent de Gállego",57,171217
2023,"San Esteban de Litera",5,6800
2023,"San Juan de Plan",7,7980
2023,"San Miguel del Cinca",7,12220
2023,"Sangarrén",2,3600
2023,"Santa Cilia",4,7300
2023,"Santa Cruz de la Serós",2,6100
2023,"Santa María de Dulcis",2,0
2023,"Santaliestra y San Quílez",2,2200
2023,"Sariñena",28,60960
2023,"Secastilla",5,6300
2023,"Seira",5,4420
2023,"Sena",3,6700
2023,"Senés de Alcubierre",1,900
2023,"Sesa",1,2100
2023,"Sesué",4,6200
2023,"Siétamo",8,13300
2023,"Sopeira",4,4900
2023,"Sotonera, La",16,21840
2023,"Tamarite de Litera",29,41720
2023,"Tardienta",8,18440
2023,"Tella-Sin",3,0
2023,"Tierz",8,5600
2023,"Tolva",4,7680
2023,"Torla-Ordesa",12,0
2023,"Torralba de Aragón",2,2500
2023,"Torre la Ribera",7,3900
2023,"Torrente de Cinca",7,17100
2023,"Torres de Alcanadre",1,1800
2023,"Torres de Barbués",6,3700
2023,"Tramaced",1,1200
2023,"Valfarta",1,1400
2023,"Valle de Bardají",2,0
2023,"Valle de Hecho",15,35760
2023,"Valle de Lierp",4,700
2023,"Velilla de Cinca",3,5000
2023,"Vencillón",7,8400
2023,"Viacamp y Litera",1,1700
2023,"Vicién",3,1600
2023,"Villanova",5,9500
2023,"Villanúa",18,33440
2023,"Villanueva de Sigena",4,4800
2023,"Yebra de Basa",1,4605
2023,"Yésero",1,2010
2023,"Zaidín",6,17200
