"year","mun","cont","kg"
2022,"Abegondo",71,103040
2022,"Ames",127,498900
2022,"Aranga",32,52731
2022,"Ares",40,159794
2022,"Arteixo",219,567500
2022,"Arzúa",49,123370
2022,"Baña, A",52,81982
2022,"Bergondo",73,136620
2022,"Betanzos",78,225920
2022,"Boimorto",25,30650
2022,"Boiro",135,463557
2022,"Boqueixón",50,179034
2022,"Brión",35,122420
2022,"Cabana de Bergantiños",46,67500
2022,"Cabanas",34,44754
2022,"Camariñas",45,122000
2022,"Cambre",117,383480
2022,"Capela, A",19,41167
2022,"Carballo",318,595220
2022,"Cariño",40,112055
2022,"Carnota",28,86810
2022,"Carral",70,121600
2022,"Cedeira",65,171187
2022,"Cee",41,130000
2022,"Cerceda",75,81380
2022,"Cerdido",17,46419
2022,"Coirós",19,53167
2022,"Corcubión",14,50500
2022,"Coristanco",94,110500
2022,"Coruña, A",710,3861580
2022,"Culleredo",136,482670
2022,"Curtis",54,112310
2022,"Dodro",30,50840
2022,"Dumbría",28,31500
2022,"Fene",97,282099
2022,"Ferrol",256,802860
2022,"Fisterra",45,160000
2022,"Frades",22,35070
2022,"Irixoa",21,37710
2022,"Laracha, A",110,204000
2022,"Laxe",40,93500
2022,"Lousame",22,43880
2022,"Malpica de Bergantiños",59,161500
2022,"Mañón",41,74999
2022,"Mazaricos",31,32000
2022,"Melide",61,151240
2022,"Mesía",23,42970
2022,"Miño",65,210279
2022,"Moeche",24,41142
2022,"Monfero",79,72630
2022,"Mugardos",46,137772
2022,"Muros",55,215920
2022,"Muxía",60,143649
2022,"Narón",163,507620
2022,"Neda",46,111990
2022,"Negreira",60,147275
2022,"Noia",58,285690
2022,"Oleiros",201,740950
2022,"Ordes",116,172860
2022,"Oroso",55,124150
2022,"Ortigueira",68,132708
2022,"Outes",44,148000
2022,"Oza-Cesuras",60,66860
2022,"Paderne",40,71877
2022,"Padrón",92,277638
2022,"Pino, O",48,110840
2022,"Pobra do Caramiñal, A",52,185101
2022,"Ponteceso",56,105000
2022,"Pontedeume",66,166410
2022,"Pontes de García Rodríguez, As",91,180500
2022,"Porto do Son",51,259800
2022,"Rianxo",65,157800
2022,"Ribeira",139,444394
2022,"Rois",23,56400
2022,"Sada",88,299600
2022,"San Sadurniño",43,77140
2022,"Santa Comba",110,191760
2022,"Santiago de Compostela",476,2781103
2022,"Santiso",19,13030
2022,"Sobrado",9,19130
2022,"Somozas, As",11,20670
2022,"Teo",110,364200
2022,"Toques",10,10560
2022,"Tordoia",33,59600
2022,"Touro",43,65400
2022,"Trazo",19,42980
2022,"Val do Dubra",37,61000
2022,"Valdoviño",72,184538
2022,"Vedra",69,173498
2022,"Vilarmaior",81,69861
2022,"Vilasantar",13,21540
2022,"Vimianzo",41,102110
2022,"Zas",68,61000
