"year","mun","cont","kg"
2021,"Aiguaviva",8,18483
2021,"Bescanó",50,119329
2021,"Bordils",8,42072
2021,"Campllong",10,12486
2021,"Canet d'Adri",12,17546
2021,"Cassà de la Selva",65,246084
2021,"Celrà",31,124460
2021,"Cervià de Ter",11,22793
2021,"Flaçà",11,26869
2021,"Fornells de la Selva",31,63249
2021,"Girona",379,2340420
2021,"Juià",5,7660
2021,"Llagostera",43,207338
2021,"Llambilles",7,17101
2021,"Madremanya",6,15820
2021,"Quart",34,90328
2021,"Salt",110,354580
2021,"Sant Andreu Salou",1,3654
2021,"Sant Gregori",34,93983
2021,"Sant Joan de Mollet",3,11736
2021,"Sant Jordi Desvalls",10,17440
2021,"Sant Julià de Ramis",32,84613
2021,"Sant Martí de Llémena",6,15531
2021,"Sant Martí Vell",1,5716
2021,"Sarrià de Ter",29,122538
2021,"Vilablareix",23,81140
2021,"Viladasens",6,5013
