"year","mun","cont","kg"
2021,"Abengibre",7,8887
2021,"Alatoz",2,4325
2021,"Albacete",544,2124625
2021,"Albatana",8,9788
2021,"Alborea",7,8684
2021,"Alcadozo",4,2333
2021,"Alcalá del Júcar",12,25861
2021,"Alcaraz",16,14695
2021,"Almansa",68,344318
2021,"Alpera",14,27160
2021,"Ayna",8,13581
2021,"Balazote",15,17122
2021,"Ballestero, El",3,5237
2021,"Balsa de Ves",3,3661
2021,"Barrax",11,11673
2021,"Bienservida",5,4363
2021,"Bogarra",7,7633
2021,"Bonete",9,19558
2021,"Bonillo, El",15,22298
2021,"Carcelén",3,6809
2021,"Casas de Juan Núñez",7,11764
2021,"Casas de Lázaro",3,2806
2021,"Casas de Ves",5,11156
2021,"Casas-Ibáñez",27,116535
2021,"Caudete",77,228535
2021,"Cenizate",8,14331
2021,"Chinchilla de Monte-Aragón",36,65489
2021,"Corral-Rubio",5,3770
2021,"Cotillas",1,1424
2021,"Elche de la Sierra",23,42122
2021,"Férez",6,11431
2021,"Fuensanta",4,6842
2021,"Fuente-Álamo",17,33176
2021,"Fuentealbilla",13,29241
2021,"Gineta, La",17,33299
2021,"Golosalvo",3,1332
2021,"Hellín",161,309447
2021,"Herrera, La",3,5989
2021,"Higueruela",12,19411
2021,"Hoya-Gonzalo",5,6031
2021,"Jorquera",4,4628
2021,"Letur",10,21126
2021,"Lezuza",12,32262
2021,"Liétor",7,11321
2021,"Madrigueras",19,43329
2021,"Mahora",8,20890
2021,"Masegoso",2,570
2021,"Minaya",13,12758
2021,"Molinicos",7,8659
2021,"Montalvos",2,1048
2021,"Montealegre del Castillo",12,27042
2021,"Motilleja",6,9418
2021,"Munera",18,50225
2021,"Navas de Jorquera",4,3551
2021,"Nerpio",11,27292
2021,"Ontur",9,27631
2021,"Ossa de Montiel",36,25067
2021,"Paterna del Madera",8,6986
2021,"Peñas de San Pedro",7,7442
2021,"Peñascosa",4,3147
2021,"Pétrola",4,5017
2021,"Povedilla",2,2993
2021,"Pozo Cañada",15,15812
2021,"Pozo-Lorente",5,3991
2021,"Pozohondo",11,11981
2021,"Pozuelo",4,4553
2021,"Recueja, La",4,3324
2021,"Riópar",20,36664
2021,"Robledo",6,3924
2021,"Roda, La",76,210437
2021,"Salobre",13,11889
2021,"San Pedro",14,15143
2021,"Socovos",10,18076
2021,"Tarazona de la Mancha",25,63978
2021,"Tobarra",50,92215
2021,"Valdeganga",11,24696
2021,"Vianos",3,930
2021,"Villa de Ves",2,1890
2021,"Villalgordo del Júcar",10,25307
2021,"Villamalea",21,67475
2021,"Villapalacios",7,3835
2021,"Villarrobledo",120,336551
2021,"Villatoya",0,0
2021,"Villavaliente",11,11955
2021,"Villaverde de Guadalimar",4,4681
2021,"Viveros",4,3845
2021,"Yeste",23,25484
