"year","mun","cont","kg"
2023,"Abejar",6,12195
2023,"Adradas",3,1955
2023,"Ágreda",30,61722
2023,"Alconaba",2,3768
2023,"Alcubilla de Avellaneda",8,4511
2023,"Alcubilla de las Peñas",0,0
2023,"Aldealafuente",1,718
2023,"Aldealices",0,0
2023,"Aldealpozo",0,0
2023,"Aldealseñor",1,1487
2023,"Aldehuela de Periáñez",0,0
2023,"Aldehuelas, Las",2,1681
2023,"Alentisque",0,0
2023,"Aliud",0,0
2023,"Almajano",2,4469
2023,"Almaluez",4,2398
2023,"Almarza",10,20388
2023,"Almazán",52,90275
2023,"Almazul",1,1456
2023,"Almenar de Soria",3,9054
2023,"Alpanseque",0,0
2023,"Arancón",0,0
2023,"Arcos de Jalón",17,26222
2023,"Arenillas",2,2000
2023,"Arévalo de la Sierra",1,2452
2023,"Ausejo de la Sierra",2,2058
2023,"Baraona",4,3608
2023,"Barca",1,2146
2023,"Barcones",0,0
2023,"Bayubas de Abajo",2,2016
2023,"Bayubas de Arriba",2,1381
2023,"Beratón",3,1260
2023,"Berlanga de Duero",8,21648
2023,"Blacos",1,2754
2023,"Bliecos",0,0
2023,"Borjabad",0,0
2023,"Borobia",2,4533
2023,"Buberos",0,0
2023,"Buitrago",1,1419
2023,"Burgo de Osma-Ciudad de Osma",34,89575
2023,"Cabrejas del Campo",0,0
2023,"Cabrejas del Pinar",3,6455
2023,"Calatañazor",4,3972
2023,"Caltojar",2,3195
2023,"Cañamaque",0,0
2023,"Candilichera",0,0
2023,"Carabantes",1,866
2023,"Caracena",0,0
2023,"Carrascosa de Abajo",0,0
2023,"Carrascosa de la Sierra",0,0
2023,"Casarejos",2,1407
2023,"Castilfrío de la Sierra",1,908
2023,"Castillejo de Robledo",2,4134
2023,"Castilruiz",2,3834
2023,"Centenera de Andaluz",0,0
2023,"Cerbón",0,0
2023,"Cidones",6,10848
2023,"Cigudosa",0,0
2023,"Cihuela",1,1377
2023,"Ciria",3,2213
2023,"Cirujales del Río",0,0
2023,"Coscurita",1,1045
2023,"Covaleda",17,19201
2023,"Cubilla",2,280
2023,"Cubo de la Solana",6,4415
2023,"Cueva de Ágreda",1,1707
2023,"Dévanos",1,1184
2023,"Deza",4,5534
2023,"Duruelo de la Sierra",8,22693
2023,"Escobosa de Almazán",0,0
2023,"Espeja de San Marcelino",14,6431
2023,"Espejón",4,6988
2023,"Estepa de San Juan",0,0
2023,"Frechilla de Almazán",0,0
2023,"Fresno de Caracena",0,0
2023,"Fuentearmegil",2,2888
2023,"Fuentecambrón",2,1266
2023,"Fuentecantos",3,1147
2023,"Fuentelmonge",1,1317
2023,"Fuentelsaz de Soria",1,934
2023,"Fuentepinilla",1,1763
2023,"Fuentes de Magaña",2,1928
2023,"Fuentestrún",1,1445
2023,"Garray",19,22546
2023,"Golmayo",20,34712
2023,"Gómara",2,3411
2023,"Gormaz",2,517
2023,"Herrera de Soria",1,829
2023,"Hinojosa del Campo",2,671
2023,"Langa de Duero",10,17494
2023,"Liceras",3,1491
2023,"Losilla, La",0,0
2023,"Magaña",2,2128
2023,"Maján",0,0
2023,"Matalebreras",4,6251
2023,"Matamala de Almazán",2,2660
2023,"Medinaceli",15,28498
2023,"Miño de Medinaceli",1,730
2023,"Miño de San Esteban",2,1433
2023,"Molinos de Duero",2,5140
2023,"Momblona",0,0
2023,"Monteagudo de las Vicarías",1,2673
2023,"Montejo de Tiermes",6,9365
2023,"Montenegro de Cameros",2,2078
2023,"Morón de Almazán",2,6621
2023,"Muriel de la Fuente",1,976
2023,"Muriel Viejo",1,3335
2023,"Nafría de Ucero",1,636
2023,"Narros",1,1433
2023,"Navaleno",10,22414
2023,"Nepas",1,624
2023,"Nolay",1,157
2023,"Noviercas",2,2977
2023,"Ólvega",30,65211
2023,"Oncala",1,2684
2023,"Pinilla del Campo",0,0
2023,"Portillo de Soria",0,0
2023,"Póveda de Soria, La",2,936
2023,"Pozalmuro",2,2827
2023,"Quiñonería",0,0
2023,"Quintana Redonda",4,9634
2023,"Quintanas de Gormaz",1,863
2023,"Rábanos, Los",9,12419
2023,"Rebollar",0,0
2023,"Recuerda",1,1341
2023,"Rello",1,1152
2023,"Renieblas",1,1233
2023,"Retortillo de Soria",2,1533
2023,"Reznos",0,0
2023,"Riba de Escalote, La",0,0
2023,"Rioseco de Soria",3,2314
2023,"Rollamienta",1,1925
2023,"Royo, El",8,11926
2023,"Salduero",3,6110
2023,"San Esteban de Gormaz",41,59633
2023,"San Felices",1,1379
2023,"San Leonardo de Yagüe",21,38752
2023,"San Pedro Manrique",8,13458
2023,"Santa Cruz de Yanguas",1,1205
2023,"Santa María de Huerta",6,5496
2023,"Santa María de las Hoyas",4,10567
2023,"Serón de Nágima",2,5793
2023,"Soliedra",0,0
2023,"Soria",218,689640
2023,"Sotillo del Rincón",3,4660
2023,"Suellacabras",1,874
2023,"Tajahuerce",0,0
2023,"Tajueco",1,840
2023,"Talveila",2,3111
2023,"Tardelcuende",5,6652
2023,"Taroda",1,1537
2023,"Tejado",2,532
2023,"Torlengua",1,1767
2023,"Torreblacos",2,1612
2023,"Torrubia de Soria",0,0
2023,"Trévago",2,2599
2023,"Ucero",4,7050
2023,"Vadillo",1,2221
2023,"Valdeavellano de Tera",6,13608
2023,"Valdegeña",2,584
2023,"Valdelagua del Cerro",1,1235
2023,"Valdemaluque",3,6385
2023,"Valdenebro",3,1735
2023,"Valdeprado",0,0
2023,"Valderrodilla",3,1271
2023,"Valtajeros",0,0
2023,"Velamazán",2,2019
2023,"Velilla de la Sierra",0,0
2023,"Velilla de los Ajos",0,0
2023,"Viana de Duero",1,1521
2023,"Villaciervos",2,1181
2023,"Villanueva de Gormaz",0,0
2023,"Villar del Ala",1,500
2023,"Villar del Campo",0,0
2023,"Villar del Río",2,1890
2023,"Villares de Soria, Los",2,2310
2023,"Villasayas",2,1324
2023,"Villaseca de Arciel",0,0
2023,"Vinuesa",13,25290
2023,"Vizmanos",1,1035
2023,"Vozmediano",1,2695
2023,"Yanguas",2,1894
2023,"Yelo",2,1243
