"year","mun","cont","kg"
2023,"Amer",24,68220
2023,"Anglès",27,95400
2023,"Arbúcies",32,146860
2023,"Blanes",276,1175620
2023,"Breda",31,119840
2023,"Brunyola",9,13960
2023,"Caldes de Malavella",58,274620
2023,"Cellera de Ter, La",18,51520
2023,"Fogars de la Selva",14,85280
2023,"Hostalric",32,119220
2023,"Lloret de Mar",130,1338140
2023,"Maçanet de la Selva",38,151060
2023,"Massanes",11,70380
2023,"Osor",9,13020
2023,"Riells i Viabrea",23,87660
2023,"Riudarenes",35,73920
2023,"Riudellots de la Selva",15,59320
2023,"Sant Feliu de Buixalleu",11,76800
2023,"Sant Hilari Sacalm",34,158500
2023,"Sant Julià del Llor i Bonmatí",18,32120
2023,"Santa Coloma de Farners",107,344880
2023,"Sils",47,190800
2023,"Susqueda",5,3040
2023,"Tossa de Mar",82,519360
2023,"Vidreres",59,139600
2023,"Vilobí d'Onyar",35,84080
