"year","mun","cont","kg"
2022,"Agurain/Salvatierra",40,130193
2022,"Alegría-Dulantzi",22,70062
2022,"Amurrio",92,258680
2022,"Añana",5,13400
2022,"Aramaio",22,55691
2022,"Armiñón",6,5497
2022,"Arraia-Maeztu",22,45459
2022,"Arratzua-Ubarrundia",33,53110
2022,"Artziniega",23,54982
2022,"Asparrena",25,73291
2022,"Ayala/Aiara",47,71042
2022,"Baños de Ebro/Mañueta",6,16341
2022,"Barrundia",23,38392
2022,"Berantevilla",10,18876
2022,"Bernedo",24,35892
2022,"Campezo/Kanpezu",17,52331
2022,"Elburgo/Burgelu",14,23852
2022,"Elciego",13,70455
2022,"Elvillar/Bilar",6,10716
2022,"Erriberagoitia/Ribera Alta",23,27140
2022,"Harana/Valle de Arana",4,18311
2022,"Iruña Oka/Iruña de Oca",27,59939
2022,"Iruraiz-Gauna",13,14202
2022,"Kripan",4,6498
2022,"Kuartango",15,21389
2022,"Labastida/Bastida",26,137303
2022,"Lagrán",4,10570
2022,"Laguardia",37,176965
2022,"Lanciego/Lantziego",10,21491
2022,"Lantarón",19,27714
2022,"Lapuebla de Labarca",11,19615
2022,"Laudio/Llodio",92,437884
2022,"Legutio",21,61459
2022,"Leza",3,14528
2022,"Moreda de Álava/Moreda Araba",4,11306
2022,"Navaridas",2,5733
2022,"Okondo",15,28559
2022,"Oyón-Oion",35,69337
2022,"Peñacerrada-Urizaharra",7,18344
2022,"Ribera Baja/Erribera Beitia",19,21516
2022,"Samaniego",6,31337
2022,"San Millán/Donemiliaga",26,24077
2022,"Urkabustaiz",17,47139
2022,"Valdegovía/Gaubea",31,69080
2022,"Villabuena de Álava/Eskuernaga",8,17327
2022,"Vitoria-Gasteiz",971,5745691
2022,"Yécora/Iekora",2,8879
2022,"Zalduondo",3,10159
2022,"Zambrana",5,15531
2022,"Zigoitia",32,88809
2022,"Zuia",36,123144
