"year","mun","cont","kg"
2022,"Avià",16,66654
2022,"Bagà",19,76189
2022,"Berga",96,468523
2022,"Borredà",12,26575
2022,"Capolat",3,4636
2022,"Casserres",18,79178
2022,"Castell de l'Areny",1,3142
2022,"Castellar de n'Hug",6,10473
2022,"Castellar del Riu",4,16255
2022,"Cercs",18,34462
2022,"Espunyola, L'",3,10702
2022,"Fígols",0,0
2022,"Gironella",44,162196
2022,"Gisclareny",2,4364
2022,"Gósol",5,30589
2022,"Guardiola de Berguedà",23,58734
2022,"Montclar",2,3764
2022,"Montmajor",12,14945
2022,"Nou de Berguedà, La",5,9535
2022,"Olvan",15,18960
2022,"Pobla de Lillet, La",12,58451
2022,"Puig-reig",44,127080
2022,"Quar, La",1,1636
2022,"Sagàs",7,17575
2022,"Saldes",12,29236
2022,"Sant Jaume de Frontanyà",3,4473
2022,"Sant Julià de Cerdanyola",1,11062
2022,"Santa Maria de Merlès",3,12447
2022,"Vallcebre",3,16909
2022,"Vilada",12,27971
2022,"Viver i Serrateix",6,10025
