"year","mun","cont","kg"
2021,"Abades",9,16093
2021,"Adrada de Pirón",2,3476
2021,"Adrados",7,8810
2021,"Aguilafuente",10,13872
2021,"Alconada de Maderuelo",2,756
2021,"Aldea Real",5,7084
2021,"Aldealcorvo",1,995
2021,"Aldealengua de Pedraza",2,4040
2021,"Aldealengua de Santa María",1,2952
2021,"Aldeanueva de la Serrezuela",3,4503
2021,"Aldeanueva del Codonal",4,4538
2021,"Aldeasoña",2,4066
2021,"Aldehorno",2,5679
2021,"Aldehuela del Codonal",1,1032
2021,"Aldeonte",1,830
2021,"Anaya",2,4590
2021,"Añe",1,2685
2021,"Arahuetes",2,1589
2021,"Arcones",8,10693
2021,"Arevalillo de Cega",1,1819
2021,"Armuña",3,8602
2021,"Ayllón",19,52632
2021,"Barbolla",2,3655
2021,"Basardilla",5,5579
2021,"Bercial",4,3602
2021,"Bercimuel",2,3646
2021,"Bernardos",4,21350
2021,"Bernuy de Porreros",6,10011
2021,"Boceguillas",9,19609
2021,"Brieva",2,7212
2021,"Caballar",1,3026
2021,"Cabañas de Polendos",2,4498
2021,"Cabezuela",3,11946
2021,"Calabazas de Fuentidueña",1,563
2021,"Campo de San Pedro",6,11666
2021,"Cantalejo",30,68069
2021,"Cantimpalos",9,34690
2021,"Carabias",2,492
2021,"Carbonero el Mayor",18,50892
2021,"Carrascal del Río",5,5071
2021,"Casla",4,4123
2021,"Castillejo de Mesleón",5,11337
2021,"Castro de Fuentidueña",2,1471
2021,"Castrojimeno",1,3986
2021,"Castroserna de Abajo",1,1196
2021,"Castroserracín",1,2493
2021,"Cedillo de la Torre",2,4330
2021,"Cerezo de Abajo",7,6384
2021,"Cerezo de Arriba",5,3917
2021,"Chañe",4,11942
2021,"Cilleruelo de San Mamés",1,1720
2021,"Cobos de Fuentidueña",2,706
2021,"Coca",29,32873
2021,"Codorniz",4,4659
2021,"Collado Hermoso",6,11984
2021,"Condado de Castilnovo",5,3051
2021,"Corral de Ayllón",2,2930
2021,"Cozuelos de Fuentidueña",3,5224
2021,"Cubillo",2,3634
2021,"Cuéllar",94,192602
2021,"Cuevas de Provanco",2,6064
2021,"Domingo García",1,249
2021,"Donhierro",1,1967
2021,"Duruelo",8,11534
2021,"Encinas",1,619
2021,"Encinillas",3,3781
2021,"Escalona del Prado",7,9400
2021,"Escarabajosa de Cabezas",4,6599
2021,"Escobar de Polendos",7,7141
2021,"Espinar, El",52,212189
2021,"Espirdo",14,25828
2021,"Fresneda de Cuéllar",1,4783
2021,"Fresno de Cantespino",11,13127
2021,"Fresno de la Fuente",2,1048
2021,"Frumales",4,7512
2021,"Fuente de Santa Cruz",3,2154
2021,"Fuente el Olmo de Fuentidueña",1,2016
2021,"Fuente el Olmo de Íscar",1,1439
2021,"Fuentepelayo",12,17362
2021,"Fuentepiñel",1,3885
2021,"Fuenterrebollo",4,8966
2021,"Fuentesaúco de Fuentidueña",3,8657
2021,"Fuentesoto",2,2067
2021,"Fuentidueña",2,7439
2021,"Gallegos",2,4005
2021,"Garcillán",5,8922
2021,"Gomezserracín",9,10030
2021,"Grajera",4,11496
2021,"Honrubia de la Cuesta",3,2198
2021,"Hontalbilla",6,14816
2021,"Hontanares de Eresma",6,16991
2021,"Huertos, Los",1,4472
2021,"Ituero y Lama",7,11413
2021,"Juarros de Riomoros",1,2263
2021,"Juarros de Voltoya",5,5020
2021,"Labajos",5,5884
2021,"Laguna de Contreras",2,2589
2021,"Languilla",3,6260
2021,"Lastras de Cuéllar",11,12848
2021,"Lastras del Pozo",0,546
2021,"Lastrilla, La",31,69673
2021,"Losa, La",13,14093
2021,"Maderuelo",5,5279
2021,"Marazoleja",2,1770
2021,"Marazuela",3,1733
2021,"Martín Miguel",3,3760
2021,"Martín Muñoz de la Dehesa",3,1312
2021,"Martín Muñoz de las Posadas",6,2663
2021,"Marugán",15,44251
2021,"Mata de Cuéllar",1,5021
2021,"Matabuena",3,6531
2021,"Matilla, La",1,2752
2021,"Melque de Cercos",3,1718
2021,"Membibre de la Hoz",1,3785
2021,"Migueláñez",2,7697
2021,"Montejo de Arévalo",2,2623
2021,"Montejo de la Vega de la Serrezuela",4,0
2021,"Monterrubio",2,2094
2021,"Moral de Hornuez",2,3866
2021,"Mozoncillo",7,15102
2021,"Muñopedro",6,10836
2021,"Muñoveros",4,9738
2021,"Nava de la Asunción",18,57285
2021,"Navafría",8,8162
2021,"Navalilla",1,1945
2021,"Navalmanzano",12,16638
2021,"Navares de Ayuso",2,3367
2021,"Navares de Enmedio",1,4839
2021,"Navares de las Cuevas",1,2570
2021,"Navas de Oro",14,40280
