"year","mun","cont","kg"
2022,"Abadiño",60,208193
2022,"Abanto y Ciérvana-Abanto Zierbena",69,198309
2022,"Ajangiz",2,9077
2022,"Alonsotegi",19,57596
2022,"Amorebieta-Etxano",92,499162
2022,"Amoroto",8,18937
2022,"Arakaldo",3,2080
2022,"Arantzazu",4,10108
2022,"Areatza",9,44814
2022,"Arrankudiaga",13,29501
2022,"Arratzu",10,16408
2022,"Arrieta",4,6538
2022,"Arrigorriaga",50,234751
2022,"Artea",11,24953
2022,"Artzentales",14,19180
2022,"Atxondo",22,64837
2022,"Aulesti",9,21440
2022,"Bakio",35,149447
2022,"Balmaseda",34,137864
2022,"Barakaldo",312,2094172
2022,"Barrika",28,81972
2022,"Basauri",134,835784
2022,"Bedia",12,20409
2022,"Berango",60,188461
2022,"Bermeo",78,512801
2022,"Berriatua",20,42453
2022,"Berriz",23,110668
2022,"Bilbao",1303,8986349
2022,"Busturia",16,40152
2022,"Derio",54,210169
2022,"Dima",19,45164
2022,"Durango",122,823995
2022,"Ea",8,53089
2022,"Elantxobe",4,9699
2022,"Elorrio",58,217970
2022,"Erandio",88,503116
2022,"Ereño",12,18541
2022,"Ermua",54,407148
2022,"Errigoiti",5,9798
2022,"Etxebarri",52,205300
2022,"Etxebarria",12,28011
2022,"Forua",11,25517
2022,"Fruiz",4,9039
2022,"Galdakao",135,771600
2022,"Galdames",13,18411
2022,"Gamiz-Fika",9,16316
2022,"Garai",3,9146
2022,"Gatika",9,25514
2022,"Gautegiz Arteaga",14,42795
2022,"Gernika-Lumo",85,511339
2022,"Getxo",356,2129784
2022,"Gizaburuaga",5,8970
2022,"Gordexola",23,43062
2022,"Gorliz",73,232938
2022,"Güeñes",41,141480
2022,"Ibarrangelu",10,44275
2022,"Igorre",27,122115
2022,"Ispaster",13,32944
2022,"Iurreta",28,89869
2022,"Izurtza",4,9073
2022,"Karrantza Harana/Valle de Carranza",39,70638
2022,"Kortezubi",13,28063
2022,"Lanestosa",2,7527
2022,"Larrabetzu",20,87786
2022,"Laukiz",9,25653
2022,"Leioa",162,765011
2022,"Lekeitio",31,348629
2022,"Lemoa",27,60243
2022,"Lemoiz",24,52407
2022,"Lezama",27,77074
2022,"Loiu",28,94181
2022,"Mallabia",18,45468
2022,"Mañaria",7,22382
2022,"Markina-Xemein",28,184678
2022,"Maruri-Jatabe",15,21235
2022,"Meñaka",4,23775
2022,"Mendata",16,19810
2022,"Mendexa",12,37402
2022,"Morga",7,12955
2022,"Mundaka",13,87795
2022,"Mungia",120,384493
2022,"Munitibar-Arbatzegi Gerrikaitz",6,17003
2022,"Murueta",7,17941
2022,"Muskiz",49,126562
2022,"Muxika",37,41714
2022,"Nabarniz",7,15300
2022,"Ondarroa",30,278423
2022,"Orozko",23,70437
2022,"Ortuella",41,121533
2022,"Otxandio",16,46264
2022,"Plentzia",21,89798
2022,"Portugalete",151,1153512
2022,"Santurtzi",130,795445
2022,"Sestao",69,406999
2022,"Sondika",43,145730
2022,"Sopela",91,350569
2022,"Sopuerta",32,57180
2022,"Sukarrieta",7,28561
2022,"Trucios-Turtzioz",13,13066
2022,"Ubide",3,10394
2022,"Ugao-Miraballes",16,110276
2022,"Urduliz",37,179256
2022,"Urduña/Orduña",30,108027
2022,"Valle de Trápaga-Trapagaran",52,282500
2022,"Zaldibar",20,66237
2022,"Zalla",49,163821
2022,"Zamudio",36,105310
2022,"Zaratamo",12,27680
2022,"Zeanuri",20,44294
2022,"Zeberio",13,23121
2022,"Zierbena",21,70067
2022,"Ziortza-Bolibar",10,25742
