"year","mun","cont","kg"
2023,"Agrón",1,1117
2023,"Alamedilla",4,2820
2023,"Albolote",96,199568
2023,"Albondón",3,4389
2023,"Albuñán",4,2208
2023,"Albuñol",26,64122
2023,"Albuñuelas",5,6349
2023,"Aldeire",7,6913
2023,"Alfacar",30,57001
2023,"Algarinejo",22,38729
2023,"Alhama de Granada",53,75012
2023,"Alhendín",48,69183
2023,"Alicún de Ortega",3,2164
2023,"Almegíjar",2,918
2023,"Almuñécar",175,840458
2023,"Alpujarra de la Sierra",6,10911
2023,"Alquife",2,3360
2023,"Arenas del Rey",10,7655
2023,"Armilla",74,228731
2023,"Atarfe",84,147012
2023,"Baza",91,164819
2023,"Beas de Granada",6,16116
2023,"Beas de Guadix",1,424
2023,"Benalúa",16,19057
2023,"Benalúa de las Villas",12,6734
2023,"Benamaurel",19,15802
2023,"Bérchules",5,8397
2023,"Bubión",4,15016
2023,"Busquístar",3,2656
2023,"Cacín",7,5892
2023,"Cádiar",8,16414
2023,"Cájar",25,58294
2023,"Calahorra, La",7,7590
2023,"Calicasas",4,2466
2023,"Campotéjar",10,9317
2023,"Cáñar",2,6581
2023,"Caniles",18,32462
2023,"Capileira",9,28327
2023,"Carataunas",3,5425
2023,"Cástaras",2,1494
2023,"Castilléjar",16,23169
2023,"Castril",17,15787
2023,"Cenes de la Vega",40,109149
2023,"Chauchina",40,74594
2023,"Chimeneas",4,3778
2023,"Churriana de la Vega",48,163214
2023,"Cijuela",15,20972
2023,"Cogollos de Guadix",2,1607
2023,"Cogollos de la Vega",5,12592
2023,"Colomera",6,9996
2023,"Cortes de Baza",17,11085
2023,"Cortes y Graena",3,5518
2023,"Cuevas del Campo",13,18953
2023,"Cúllar",37,47586
2023,"Cúllar Vega",31,66084
2023,"Darro",9,7278
2023,"Dehesas de Guadix",2,734
2023,"Dehesas Viejas",5,6067
2023,"Deifontes",12,15599
2023,"Diezma",2,3077
2023,"Dílar",10,17681
2023,"Dólar",4,5365
2023,"Domingo Pérez de Granada",4,4237
2023,"Dúdar",3,4262
2023,"Dúrcal",29,107695
2023,"Escúzar",3,2160
2023,"Ferreira",2,736
2023,"Fonelas",2,1308
2023,"Fornes",8,4526
2023,"Freila",8,15342
2023,"Fuente Vaqueros",25,40904
2023,"Gabias, Las",46,105903
2023,"Galera",9,19087
2023,"Gobernador",2,2212
2023,"Gójar",27,42570
2023,"Gor",9,8936
2023,"Gorafe",3,3424
2023,"Granada",1240,5157760
2023,"Guadahortuna",10,18204
2023,"Guadix",105,136977
2023,"Guájares, Los",8,11463
2023,"Gualchos",23,66904
2023,"Güéjar Sierra",26,43869
2023,"Güevéjar",9,21003
2023,"Huélago",2,3900
2023,"Huéneja",7,15332
2023,"Huéscar",44,66064
2023,"Huétor de Santillán",19,37006
2023,"Huétor Tájar",66,113538
2023,"Huétor Vega",75,169131
2023,"Íllora",59,86104
2023,"Ítrabo",3,7252
2023,"Iznalloz",24,27472
2023,"Játar",4,3683
2023,"Jayena",2,2946
2023,"Jérez del Marquesado",5,8990
2023,"Jete",6,13114
2023,"Jun",17,25939
2023,"Juviles",1,875
2023,"Láchar",10,15001
2023,"Lanjarón",15,48243
2023,"Lanteira",2,4352
2023,"Lecrín",26,60695
2023,"Lentegí",3,3462
2023,"Lobras",2,2924
2023,"Loja",142,242617
2023,"Lugros",2,1879
2023,"Lújar",9,12258
2023,"Malahá, La",10,13427
2023,"Maracena",73,136322
2023,"Marchal",3,3497
2023,"Moclín",34,44825
2023,"Molvízar",6,8305
2023,"Monachil",76,172066
2023,"Montefrío",23,50362
2023,"Montejícar",7,6724
2023,"Montillana",4,4786
2023,"Moraleda de Zafayona",21,43038
2023,"Morelábor",6,3380
2023,"Motril",297,654657
2023,"Murtas",4,2605
2023,"Nevada",9,8419
2023,"Nigüelas",6,16310
2023,"Nívar",5,11243
2023,"Ogíjares",63,117675
2023,"Orce",12,17054
2023,"Órgiva",40,93608
2023,"Otívar",7,15291
2023,"Padul",39,89818
2023,"Pampaneira",4,12006
2023,"Pedro Martínez",3,3293
2023,"Peligros",66,108921
2023,"Peza, La",6,4627
2023,"Píñar",7,5866
2023,"Pinar, El",5,16236
2023,"Pinos Genil",16,18557
2023,"Pinos Puente",42,74903
2023,"Polícar",2,1681
2023,"Polopos",13,21082
2023,"Pórtugos",2,2433
2023,"Puebla de Don Fadrique",23,31427
2023,"Pulianas",26,40235
2023,"Purullena",9,21700
2023,"Quéntar",6,6173
2023,"Rubite",3,3671
2023,"Salar",8,11539
2023,"Salobreña",71,232952
2023,"Santa Cruz del Comercio",2,3074
2023,"Santa Fe",79,111603
2023,"Soportújar",1,1256
2023,"Sorvilán",9,5878
2023,"Taha, La",11,11796
2023,"Torre-Cardela",3,6761
2023,"Torrenueva Costa",29,68952
2023,"Torvizcón",4,7307
2023,"Trevélez",9,12156
2023,"Turón",2,969
2023,"Ugíjar",14,7854
2023,"Valderrubio",11,14581
2023,"Valle del Zalabí",13,12768
2023,"Valle, El",9,3917
2023,"Válor",4,7915
2023,"Vegas del Genil",52,80739
2023,"Vélez de Benaudalla",19,30361
2023,"Ventas de Huelma",7,9698
2023,"Villa de Otura",45,62464
2023,"Villamena",7,14201
2023,"Villanueva de las Torres",4,1468
2023,"Villanueva Mesía",7,12894
2023,"Víznar",7,12309
2023,"Zafarraya",15,14830
2023,"Zagra",8,6663
2023,"Zubia, La",62,183917
2023,"Zújar",11,23368
