"year","mun","cont","kg"
2023,"Abánades",2,1718
2023,"Ablanque",1,1961
2023,"Adobes",1,1029
2023,"Alaminos",2,1799
2023,"Alarilla",3,2878
2023,"Albalate de Zorita",5,18357
2023,"Albares",2,3541
2023,"Albendiego",1,2952
2023,"Alcocer",4,11728
2023,"Alcolea de las Peñas",1,845
2023,"Alcolea del Pinar",7,4995
2023,"Alcoroches",3,4615
2023,"Aldeanueva de Guadalajara",2,4817
2023,"Algar de Mesa",1,1374
2023,"Algora",2,2400
2023,"Alhóndiga",5,1590
2023,"Alique",1,1849
2023,"Almadrones",4,3634
2023,"Almoguera",6,8478
2023,"Almonacid de Zorita",5,6859
2023,"Alocén",1,2284
2023,"Alovera",32,97000
2023,"Alustante",4,4726
2023,"Angón",1,3592
2023,"Anguita",5,5084
2023,"Anquela del Ducado",2,1947
2023,"Anquela del Pedregal",1,1765
2023,"Aranzueque",5,5380
2023,"Arbancón",2,1817
2023,"Arbeteta",2,1419
2023,"Argecilla",3,3565
2023,"Armallones",1,358
2023,"Armuña de Tajuña",7,5272
2023,"Arroyo de las Fraguas",1,1075
2023,"Atanzón",3,6267
2023,"Atienza",3,5975
2023,"Auñón",8,3487
2023,"Azuqueca de Henares",86,237160
2023,"Baides",3,2804
2023,"Baños de Tajo",1,1188
2023,"Bañuelos",1,664
2023,"Barriopedro",1,1531
2023,"Berninches",4,2915
2023,"Bodera, La",1,1038
2023,"Brihuega",44,48124
2023,"Budia",4,5353
2023,"Bujalaro",1,1069
2023,"Bustares",1,2119
2023,"Cabanillas del Campo",51,100840
2023,"Campillo de Dueñas",2,2622
2023,"Campillo de Ranas",9,12328
2023,"Campisábalos",3,1899
2023,"Cañizar",1,1316
2023,"Canredondo",1,1555
2023,"Cantalojas",4,4555
2023,"Cardoso de la Sierra, El",4,7624
2023,"Casa de Uceda",1,2033
2023,"Casar, El",51,143392
2023,"Casas de San Galindo",1,1056
2023,"Caspueñas",5,3934
2023,"Castejón de Henares",1,1734
2023,"Castellar de la Muela",1,2043
2023,"Castilforte",1,2179
2023,"Castilnuevo",1,73
2023,"Cendejas de Enmedio",3,2974
2023,"Cendejas de la Torre",1,918
2023,"Centenera",2,2516
2023,"Checa",3,5969
2023,"Chequilla",1,1302
2023,"Chillarón del Rey",2,2066
2023,"Chiloeches",24,43580
2023,"Cifuentes",28,32498
2023,"Cincovillas",1,935
2023,"Ciruelas",2,2226
2023,"Ciruelos del Pinar",1,2764
2023,"Cobeta",3,5039
2023,"Cogollor",1,704
2023,"Cogolludo",10,11379
2023,"Condemios de Abajo",1,1653
2023,"Condemios de Arriba",3,4107
2023,"Congostrina",1,1353
2023,"Copernal",1,959
2023,"Corduente",13,11497
2023,"Cubillo de Uceda, El",2,2598
2023,"Driebes",3,4062
2023,"Durón",3,4018
2023,"Embid",1,728
2023,"Escamilla",1,1590
2023,"Escariche",3,3986
2023,"Escopete",2,1011
2023,"Espinosa de Henares",10,8449
2023,"Esplegares",1,436
2023,"Establés",2,2533
2023,"Estriégana",1,697
2023,"Fontanar",16,30480
2023,"Fuembellida",1,1535
