"year","mun","cont","kg"
2022,"Alella",115,318640
2022,"Arenys de Mar",64,608200
2022,"Arenys de Munt",38,245700
2022,"Argentona",56,365160
2022,"Cabrera de Mar",109,168760
2022,"Cabrils",147,250180
2022,"Caldes d'Estrac",68,137060
2022,"Calella",85,708240
2022,"Canet de Mar",57,464740
2022,"Dosrius",45,149520
2022,"Malgrat de Mar",144,553140
2022,"Masnou, El",179,609200
2022,"Mataró",367,2209740
2022,"Òrrius",11,18536
2022,"Palafolls",36,225827
2022,"Pineda de Mar",66,549300
2022,"Premià de Dalt",105,272860
2022,"Premià de Mar",82,562200
2022,"Sant Andreu de Llavaneres",59,355080
2022,"Sant Cebrià de Vallalta",38,118560
2022,"Sant Iscle de Vallalta",20,33497
2022,"Sant Pol de Mar",65,274460
2022,"Sant Vicenç de Montalt",86,274560
2022,"Santa Susanna",44,374820
2022,"Teià",86,204740
2022,"Tordera",96,216460
2022,"Vilassar de Dalt",92,236700
2022,"Vilassar de Mar",84,604880
