"year","mun","cont","kg"
2021,"Ademuz",9,10240
2021,"Ador",18,32540
2021,"Agullent",10,37300
2021,"Aielo de Malferit",26,82380
2021,"Aielo de Rugat",3,4400
2021,"Alaquàs",116,263820
2021,"Albaida",32,85880
2021,"Albal",56,147520
2021,"Albalat de la Ribera",21,49760
2021,"Albalat dels Sorells",19,41280
2021,"Albalat dels Tarongers",15,23680
2021,"Alberic",62,101000
2021,"Alborache",12,21300
2021,"Alboraia/Alboraya",99,526240
2021,"Albuixech",13,34060
2021,"Alcàntera de Xúquer",10,27260
2021,"Alcàsser",32,122100
2021,"Alcublas",9,14100
2021,"Alcúdia de Crespins, l'",33,78080
2021,"Alcúdia, l'",103,166200
2021,"Aldaia",99,253240
2021,"Alfafar",80,233480
2021,"Alfara de la Baronia",7,8410
2021,"Alfara del Patriarca",9,48510
2021,"Alfarp",16,41340
2021,"Alfarrasí",13,18680
2021,"Alfauir",5,6900
2021,"Algar de Palancia",11,19360
2021,"Algemesí",91,369540
2021,"Algimia de Alfara",7,16640
2021,"Alginet",66,142360
2021,"Almàssera",43,99200
2021,"Almiserà",5,5400
2021,"Almoines",21,33380
2021,"Almussafes",45,118880
2021,"Alpuente",4,7500
2021,"Alqueria de la Comtessa, l'",13,17560
2021,"Alzira",190,548640
2021,"Andilla",5,9440
2021,"Anna",11,28940
2021,"Antella",11,28400
2021,"Aras de los Olmos",4,7060
2021,"Atzeneta d'Albaida",5,15780
2021,"Ayora",30,96760
2021,"Barx",23,46320
2021,"Barxeta",13,28440
2021,"Bèlgida",5,11800
2021,"Bellreguard",69,116700
2021,"Bellús",5,8500
2021,"Benagéber",5,3000
2021,"Benaguasil",65,91100
2021,"Benavites",8,12320
2021,"Beneixida",10,16280
2021,"Benetússer",35,124420
2021,"Beniarjó",23,26820
2021,"Beniatjar",2,3700
2021,"Benicolet",6,13940
2021,"Benicull de Xúquer",9,23260
2021,"Benifaió",77,158540
2021,"Benifairó de la Valldigna",10,29700
2021,"Benifairó de les Valls",15,33200
2021,"Beniflá",7,14800
2021,"Benigànim",36,75320
2021,"Benimodo",20,30340
2021,"Benimuslem",7,8800
2021,"Beniparrell",40,18640
2021,"Benirredrà",15,29780
2021,"Benissanó",15,32100
2021,"Benissoda",4,8400
2021,"Benissuera",2,2400
2021,"Bétera",83,293210
2021,"Bicorp",6,9200
2021,"Bocairent",36,101260
2021,"Bolbaite",8,18400
2021,"Bonrepòs i Mirambell",16,40800
2021,"Bufali",5,5000
2021,"Bugarra",5,10280
2021,"Buñol",35,107420
2021,"Burjassot",129,370240
2021,"Calles",2,10700
2021,"Camporrobles",8,15020
2021,"Canals",65,192300
2021,"Canet d'En Berenguer",60,174680
2021,"Carcaixent",57,41160
2021,"Càrcer",18,29670
2021,"Carlet",88,174760
2021,"Carrícola",3,6300
2021,"Casas Altas",1,2400
2021,"Casas Bajas",2,4100
2021,"Casinos",33,46640
2021,"Castelló de Rugat",12,31160
2021,"Castellonet de la Conquesta",4,3000
2021,"Castielfabib",7,5260
2021,"Catadau",18,51920
2021,"Catarroja",141,283260
2021,"Caudete de las Fuentes",8,5000
2021,"Cerdà",7,8880
2021,"Chella",10,25140
2021,"Chelva",9,27180
2021,"Chera",7,8700
2021,"Cheste",43,105880
2021,"Chiva",119,229220
2021,"Chulilla",7,22160
2021,"Cofrentes",7,14900
2021,"Corbera",21,45600
2021,"Cortes de Pallás",8,11800
2021,"Cotes",3,4100
2021,"Cullera",170,523280
2021,"Daimús",62,103720
2021,"Domeño",16,11640
2021,"Dos Aguas",2,1500
2021,"Eliana, l'",98,369920
2021,"Emperador",1,4100
2021,"Enguera",26,81180
2021,"Ènova, l'",7,18700
2021,"Estivella",10,21800
2021,"Estubeny",2,2400
2021,"Faura",22,49740
2021,"Favara",15,40840
2021,"Foios",32,98860
2021,"Font d'En Carròs, la",33,59280
2021,"Font de la Figuera, la",23,47120
2021,"Fontanars dels Alforins",14,37780
2021,"Fortaleny",8,14900
2021,"Fuenterrobles",3,7000
2021,"Gandia",371,1162220
2021,"Gátova",4,4800
2021,"Gavarda",11,21160
2021,"Genovés",22,41500
2021,"Gestalgar",3,7800
2021,"Gilet",30,57920
2021,"Godella",66,191200
2021,"Godelleta",25,53540
2021,"Granja de la Costera, la",6,5300
2021,"Guadasséquies",6,9680
2021,"Guadassuar",25,65430
2021,"Guardamar de la Safor",14,19240
