"year","mun","cont","kg"
2021,"Alella",115,309820
2021,"Arenys de Mar",64,609360
2021,"Arenys de Munt",38,255160
2021,"Argentona",55,389920
2021,"Cabrera de Mar",80,187220
2021,"Cabrils",147,256380
2021,"Caldes d'Estrac",68,136000
2021,"Calella",93,594640
2021,"Canet de Mar",57,472060
2021,"Dosrius",45,153740
2021,"Malgrat de Mar",144,442560
2021,"Masnou, El",179,625740
2021,"Mataró",374,2211280
2021,"Òrrius",11,18339
2021,"Palafolls",36,227087
2021,"Pineda de Mar",61,494720
2021,"Premià de Dalt",109,286460
2021,"Premià de Mar",82,572780
2021,"Sant Andreu de Llavaneres",59,367360
2021,"Sant Cebrià de Vallalta",25,118280
2021,"Sant Iscle de Vallalta",20,33854
2021,"Sant Pol de Mar",65,266820
2021,"Sant Vicenç de Montalt",86,274680
2021,"Santa Susanna",29,275800
2021,"Teià",86,209760
2021,"Tordera",96,243620
2021,"Vilassar de Dalt",92,246120
2021,"Vilassar de Mar",84,628140
