"year","mun","cont","kg"
2022,"Avinyonet del Penedès",17,103260
2022,"Cabanyes, Les",9,29680
2022,"Castellet i la Gornal",29,112120
2022,"Castellví de la Marca",21,45820
2022,"Font-rubí",19,87700
2022,"Gelida",72,173980
2022,"Granada, La",18,75020
2022,"Mediona",0,65060
2022,"Olèrdola",39,112800
2022,"Olesa de Bonesvalls",18,44080
2022,"Pacs del Penedès",14,25640
2022,"Pla del Penedès, El",16,47140
2022,"Pontons",16,14020
2022,"Puigdàlber",6,22260
2022,"Sant Cugat Sesgarrigues",11,35320
2022,"Sant Llorenç d'Hortons",27,76040
2022,"Sant Martí Sarroca",28,119060
2022,"Sant Pere de Riudebitlles",15,69400
2022,"Sant Quintí de Mediona",14,55320
2022,"Sant Sadurní d'Anoia",70,501010
2022,"Santa Fe del Penedès",6,13310
2022,"Santa Margarida i els Monjos",65,232700
2022,"Subirats",35,119620
2022,"Torrelavit",7,51530
2022,"Torrelles de Foix",17,55820
2022,"Vilafranca del Penedès",186,1029740
2022,"Vilobí del Penedès",18,43190
