"year","mun","cont","kg"
2022,"Aiguaviva",12,27539
2022,"Bescanó",43,123601
2022,"Bordils",12,36531
2022,"Campllong",10,17610
2022,"Canet d'Adri",12,22592
2022,"Cassà de la Selva",65,171777
2022,"Celrà",31,100640
2022,"Cervià de Ter",7,19393
2022,"Flaçà",8,24584
2022,"Fornells de la Selva",15,55080
2022,"Girona",380,2444060
2022,"Juià",2,9068
2022,"Llagostera",43,320346
2022,"Llambilles",5,17188
2022,"Madremanya",6,16980
2022,"Quart",26,84681
2022,"Salt",110,387570
2022,"Sant Andreu Salou",1,3993
2022,"Sant Gregori",25,89811
2022,"Sant Joan de Mollet",3,10299
2022,"Sant Jordi Desvalls",10,23680
2022,"Sant Julià de Ramis",38,66906
2022,"Sant Martí de Llémena",6,22780
2022,"Sant Martí Vell",2,6998
2022,"Sarrià de Ter",36,81956
2022,"Vilablareix",23,88520
2022,"Viladasens",6,13997
