"year","mun","cont","kg"
2022,"Acebedo",6,6117
2022,"Algadefe",6,3640
2022,"Alija del Infantado",9,12699
2022,"Almanza",13,11900
2022,"Antigua, La",9,11079
2022,"Ardón",17,16983
2022,"Arganza",19,42701
2022,"Astorga",62,183352
2022,"Balboa",3,1116
2022,"Bañeza, La",68,116641
2022,"Barjas",3,1000
2022,"Barrios de Luna, Los",6,6396
2022,"Bembibre",0,105140
2022,"Benavides",21,48078
2022,"Benuza",10,1478
2022,"Bercianos del Páramo",14,12153
2022,"Bercianos del Real Camino",5,4918
2022,"Berlanga del Bierzo",5,1356
2022,"Boca de Huérgano",16,18523
2022,"Boñar",40,40023
2022,"Borrenes",11,4467
2022,"Brazuelo",14,10939
2022,"Burgo Ranero, El",20,34195
2022,"Burón",13,13162
2022,"Bustillo del Páramo",17,22193
2022,"Cabañas Raras",19,19235
2022,"Cabreros del Río",8,9843
2022,"Cabrillanes",9,10886
2022,"Cacabelos",63,103449
2022,"Calzada del Coto",4,7081
2022,"Campazas",3,1194
2022,"Campo de Villavidel",4,3767
2022,"Camponaraya",43,65468
2022,"Candín",10,7732
2022,"Cármenes",5,1043
2022,"Carracedelo",56,61154
2022,"Carrizo",36,48035
2022,"Carrocera",14,10902
2022,"Carucedo",9,9275
2022,"Castilfalé",1,1328
2022,"Castrillo de Cabrera",6,4908
2022,"Castrillo de la Valduerna",2,4360
2022,"Castrocalbón",26,30003
2022,"Castrocontrigo",19,31270
2022,"Castropodame",0,0
2022,"Castrotierra de Valmadrigal",3,1172
2022,"Cea",14,14352
2022,"Cebanico",6,3006
2022,"Cebrones del Río",7,6308
2022,"Chozas de Abajo",43,49897
2022,"Cimanes de la Vega",7,8048
2022,"Cimanes del Tejar",16,18558
2022,"Cistierna",45,68589
2022,"Congosto",0,0
2022,"Corbillos de los Oteros",3,4636
2022,"Corullón",15,13874
2022,"Crémenes",26,25072
2022,"Cuadros",29,31896
2022,"Cubillas de los Oteros",7,2856
2022,"Cubillas de Rueda",17,12226
2022,"Cubillos del Sil",31,16654
2022,"Destriana",7,9823
2022,"Encinedo",3,2451
2022,"Ercina, La",19,18650
2022,"Escobar de Campos",1,175
2022,"Fabero",0,46542
2022,"Folgoso de la Ribera",15,35275
2022,"Fresno de la Vega",7,6889
2022,"Fuentes de Carbajal",2,1123
2022,"Garrafe de Torío",35,31284
2022,"Gordaliza del Pino",6,9011
2022,"Gordoncillo",7,24125
2022,"Gradefes",37,14577
2022,"Grajal de Campos",3,10427
2022,"Gusendos de los Oteros",3,2174
2022,"Hospital de Órbigo",24,32327
2022,"Igüeña",5,5614
2022,"Izagre",5,5679
2022,"Joarilla de las Matas",3,3925
2022,"Laguna Dalga",8,9342
2022,"Laguna de Negrillos",20,17452
2022,"León",429,2471520
2022,"Llamas de la Ribera",18,16478
2022,"Lucillo",7,5170
2022,"Luyego",9,10344
2022,"Magaz de Cepeda",7,11794
2022,"Mansilla de las Mulas",30,44366
2022,"Mansilla Mayor",6,6614
2022,"Maraña",3,8953
2022,"Matadeón de los Oteros",7,4220
2022,"Matallana de Torío",31,25050
2022,"Matanza",7,8233
2022,"Molinaseca",17,24020
2022,"Murias de Paredes",16,11744
2022,"Noceda del Bierzo",7,6695
2022,"Oencia",1,0
2022,"Omañas, Las",7,6879
2022,"Onzonilla",25,31337
2022,"Oseja de Sajambre",11,8767
2022,"Pajares de los Oteros",13,5775
2022,"Palacios de la Valduerna",5,7440
2022,"Palacios del Sil",12,5896
2022,"Páramo del Sil",15,14870
2022,"Peranzanes",0,0
2022,"Pobladura de Pelayo García",7,8000
2022,"Pola de Gordón, La",48,40080
2022,"Ponferrada",286,901425
2022,"Posada de Valdeón",19,17517
2022,"Pozuelo del Páramo",8,4540
2022,"Prado de la Guzpeña",3,4842
2022,"Priaranza del Bierzo",11,5023
2022,"Prioro",2,6288
2022,"Puebla de Lillo",34,33739
2022,"Puente de Domingo Flórez",17,16416
2022,"Quintana del Castillo",19,23929
2022,"Quintana del Marco",5,3085
2022,"Quintana y Congosto",11,8611
2022,"Regueras de Arriba",3,2911
2022,"Reyero",1,2188
2022,"Riaño",12,23899
2022,"Riego de la Vega",18,19066
2022,"Riello",10,10293
2022,"Rioseco de Tapia",9,11743
2022,"Robla, La",33,40128
2022,"Roperuelos del Páramo",7,7787
2022,"Sabero",17,20171
2022,"Sahagún",58,47931
2022,"San Adrián del Valle",5,3347
2022,"San Andrés del Rabanedo",186,343380
2022,"San Cristóbal de la Polantera",12,19902
2022,"San Emiliano",16,17243
2022,"San Esteban de Nogales",3,2497
2022,"San Justo de la Vega",17,24518
2022,"San Millán de los Caballeros",4,1426
2022,"San Pedro Bercianos",5,7421
2022,"Sancedo",12,5302
2022,"Santa Colomba de Curueño",15,9178
2022,"Santa Colomba de Somoza",11,17343
2022,"Santa Cristina de Valmadrigal",4,7564
2022,"Santa Elena de Jamuz",18,19603
2022,"Santa María de la Isla",4,7245
2022,"Santa María de Ordás",6,8229
2022,"Santa María del Monte de Cea",14,10383
2022,"Santa María del Páramo",45,64040
2022,"Santa Marina del Rey",29,30425
2022,"Santas Martas",16,16836
2022,"Santiago Millas",6,9478
2022,"Santovenia de la Valdoncina",37,32094
2022,"Sariegos",63,70043
2022,"Sena de Luna",12,7288
2022,"Sobrado",1,1527
2022,"Soto de la Vega",20,24094
2022,"Soto y Amío",11,7003
2022,"Toral de los Guzmanes",9,12103
2022,"Toral de los Vados",32,34609
2022,"Toreno",39,27696
2022,"Torre del Bierzo",11,21606
2022,"Trabadelo",7,4169
2022,"Truchas",9,11396
2022,"Turcia",7,8581
2022,"Urdiales del Páramo",8,8868
2022,"Val de San Lorenzo",8,11950
2022,"Valdefresno",48,41810
2022,"Valdefuentes del Páramo",4,3385
2022,"Valdelugueros",15,11298
2022,"Valdemora",0,2850
2022,"Valdepiélago",9,8174
2022,"Valdepolo",31,35568
2022,"Valderas",24,30571
2022,"Valderrey",13,12723
2022,"Valderrueda",30,22679
2022,"Valdesamario",4,1934
2022,"Valdevimbre",44,58764
2022,"Valencia de Don Juan",73,106430
2022,"Vallecillo",3,3292
2022,"Valverde de la Virgen",100,113086
2022,"Valverde-Enrique",2,1685
2022,"Vecilla, La",11,12761
2022,"Vega de Espinareda",29,36782
2022,"Vega de Infanzones",13,15496
2022,"Vega de Valcarce",16,13644
2022,"Vegacervera",16,9855
2022,"Vegaquemada",16,15468
2022,"Vegas del Condado",29,40445
2022,"Villablino",71,76698
2022,"Villabraz",3,1876
2022,"Villadangos del Páramo",18,21267
2022,"Villademor de la Vega",5,5703
2022,"Villafranca del Bierzo",50,64601
2022,"Villagatón",16,25112
2022,"Villamañán",21,30320
2022,"Villamandos",6,5587
2022,"Villamanín",24,27754
2022,"Villamartín de Don Sancho",4,5801
2022,"Villamejil",17,23457
2022,"Villamol",4,6836
2022,"Villamontán de la Valduerna",11,10364
2022,"Villamoratiel de las Matas",5,4065
2022,"Villanueva de las Manzanas",20,15173
2022,"Villaobispo de Otero",10,9386
2022,"Villaornate y Castro",7,10397
2022,"Villaquejida",17,12383
2022,"Villaquilambre",170,225924
2022,"Villarejo de Órbigo",43,69867
2022,"Villares de Órbigo",7,13585
2022,"Villasabariego",28,28012
2022,"Villaselán",3,6253
2022,"Villaturiel",37,40263
2022,"Villazala",18,16798
2022,"Villazanzo de Valderaduey",13,10669
2022,"Zotes del Páramo",0,11452
