"year","mun","cont","kg"
2021,"Amer",24,56140
2021,"Anglès",27,94240
2021,"Arbúcies",41,149800
2021,"Blanes",276,1157420
2021,"Breda",31,120520
2021,"Brunyola",9,13790
2021,"Caldes de Malavella",58,263370
2021,"Cellera de Ter, La",18,51580
2021,"Fogars de la Selva",14,71260
2021,"Hostalric",32,104680
2021,"Lloret de Mar",171,915940
2021,"Maçanet de la Selva",38,175720
2021,"Massanes",11,29480
2021,"Osor",9,17900
2021,"Riells i Viabrea",23,85100
2021,"Riudarenes",35,61360
2021,"Riudellots de la Selva",15,50860
2021,"Sant Feliu de Buixalleu",18,35420
2021,"Sant Hilari Sacalm",34,193060
2021,"Sant Julià del Llor i Bonmatí",18,27410
2021,"Santa Coloma de Farners",107,225580
2021,"Sils",47,178020
2021,"Susqueda",5,2020
2021,"Tossa de Mar",82,431080
2021,"Vidreres",59,185300
2021,"Vilobí d'Onyar",35,99160
