"year","mun","cont","kg"
2023,"Abengibre",7,7834
2023,"Alatoz",2,5345
2023,"Albacete",564,2011085
2023,"Albatana",8,8125
2023,"Alborea",7,7923
2023,"Alcadozo",6,3468
2023,"Alcalá del Júcar",13,18780
2023,"Alcaraz",16,8589
2023,"Almansa",82,309002
2023,"Alpera",14,30909
2023,"Ayna",8,14792
2023,"Balazote",16,15833
2023,"Ballestero, El",4,2864
2023,"Balsa de Ves",3,2522
2023,"Barrax",11,9564
2023,"Bienservida",5,3723
2023,"Bogarra",7,8948
2023,"Bonete",9,18077
2023,"Bonillo, El",15,15292
2023,"Carcelén",3,6755
2023,"Casas de Juan Núñez",7,15571
2023,"Casas de Lázaro",3,1153
2023,"Casas de Ves",5,10484
2023,"Casas-Ibáñez",27,101207
2023,"Caudete",80,211941
2023,"Cenizate",8,11407
2023,"Chinchilla de Monte-Aragón",40,59579
2023,"Corral-Rubio",5,6538
2023,"Cotillas",1,1871
2023,"Elche de la Sierra",24,32581
2023,"Férez",6,9448
2023,"Fuensanta",4,7652
2023,"Fuente-Álamo",18,28131
2023,"Fuentealbilla",13,19530
2023,"Gineta, La",17,29423
2023,"Golosalvo",3,1134
2023,"Hellín",171,285683
2023,"Herrera, La",3,3904
2023,"Higueruela",10,17068
2023,"Hoya-Gonzalo",5,5961
2023,"Jorquera",5,5494
2023,"Letur",13,25958
2023,"Lezuza",12,9240
2023,"Liétor",7,8953
2023,"Madrigueras",19,55574
2023,"Mahora",8,20251
2023,"Masegoso",2,900
2023,"Minaya",13,16149
2023,"Molinicos",7,10168
2023,"Montalvos",2,2007
2023,"Montealegre del Castillo",16,18028
2023,"Motilleja",8,7507
2023,"Munera",18,31809
2023,"Navas de Jorquera",4,3791
2023,"Nerpio",11,25813
2023,"Ontur",9,25252
2023,"Ossa de Montiel",36,27813
2023,"Paterna del Madera",8,5461
2023,"Peñas de San Pedro",7,5518
2023,"Peñascosa",4,1581
2023,"Pétrola",4,5580
2023,"Povedilla",2,1062
2023,"Pozo Cañada",15,16452
2023,"Pozo-Lorente",5,6237
2023,"Pozohondo",11,7911
2023,"Pozuelo",2,3638
2023,"Recueja, La",6,3246
2023,"Riópar",20,29663
2023,"Robledo",6,5141
2023,"Roda, La",84,208255
2023,"Salobre",15,17160
2023,"San Pedro",15,15251
2023,"Socovos",10,12927
2023,"Tarazona de la Mancha",25,64137
2023,"Tobarra",50,81256
2023,"Valdeganga",11,23703
2023,"Vianos",3,809
2023,"Villa de Ves",2,1018
2023,"Villalgordo del Júcar",10,19630
2023,"Villamalea",21,59504
2023,"Villapalacios",7,4615
2023,"Villarrobledo",128,318938
2023,"Villatoya",10,16721
2023,"Villavaliente",3,1464
2023,"Villaverde de Guadalimar",4,3544
2023,"Viveros",4,1900
2023,"Yeste",23,24037
