"year","mun","cont","kg"
2022,"Aguadulce",23,45797
2022,"Alanís",11,14720
2022,"Albaida del Aljarafe",12,33896
2022,"Alcalá de Guadaíra",256,929362
2022,"Alcalá del Río",64,142070
2022,"Alcolea del Río",22,26033
2022,"Algaba, La",54,138843
2022,"Algámitas",11,12787
2022,"Almadén de la Plata",18,29389
2022,"Almensilla",25,67194
2022,"Arahal",94,178320
2022,"Aznalcázar",18,48853
2022,"Aznalcóllar",19,62962
2022,"Badolatosa",17,38951
2022,"Benacazón",26,76454
2022,"Bollullos de la Mitación",43,116644
2022,"Bormujos",93,236054
2022,"Brenes",50,98037
2022,"Burguillos",28,91730
2022,"Cabezas de San Juan, Las",103,224800
2022,"Camas",105,344153
2022,"Campana, La",23,28115
2022,"Cañada Rosal",17,39786
2022,"Cantillana",35,106403
2022,"Carmona",176,354876
2022,"Carrión de los Céspedes",12,26836
2022,"Casariche",35,56470
2022,"Castilblanco de los Arroyos",29,77967
2022,"Castilleja de Guzmán",11,30020
2022,"Castilleja de la Cuesta",59,194393
2022,"Castilleja del Campo",5,6536
2022,"Castillo de las Guardas, El",16,27046
2022,"Cazalla de la Sierra",32,63218
2022,"Constantina",24,54068
2022,"Coria del Río",85,245000
2022,"Coripe",10,26060
2022,"Coronil, El",36,109040
2022,"Corrales, Los",32,42874
2022,"Cuervo de Sevilla, El",51,104520
2022,"Dos Hermanas",524,1832420
2022,"Écija",146,262400
2022,"Espartinas",63,171793
2022,"Estepa",30,104961
2022,"Fuentes de Andalucía",44,93285
2022,"Garrobo, El",6,8613
2022,"Gelves",42,108066
2022,"Gerena",53,122531
2022,"Gilena",20,79302
2022,"Gines",52,141480
2022,"Guadalcanal",20,30700
2022,"Guillena",61,134445
2022,"Herrera",33,80965
2022,"Huévar del Aljarafe",14,33613
2022,"Isla Mayor",26,60407
2022,"Lantejuela",32,62360
2022,"Lebrija",151,480820
2022,"Lora de Estepa",15,26579
2022,"Lora del Río",60,217786
2022,"Luisiana, La",21,38274
2022,"Madroño, El",8,11524
2022,"Mairena del Alcor",96,291461
2022,"Mairena del Aljarafe",184,493990
2022,"Marchena",84,192300
2022,"Marinaleda",18,27464
2022,"Martín de la Jara",21,37701
2022,"Molares, Los",22,36660
2022,"Montellano",35,159780
2022,"Morón de la Frontera",126,446740
2022,"Navas de la Concepción, Las",9,23051
2022,"Olivares",37,98922
2022,"Osuna",89,172020
2022,"Palacios y Villafranca, Los",111,387160
2022,"Palmar de Troya, El",10,28915
2022,"Palomares del Río",32,95140
2022,"Paradas",52,127900
2022,"Pedrera",32,74423
2022,"Pedroso, El",18,28574
2022,"Peñaflor",32,55262
2022,"Pilas",53,146266
2022,"Pruna",12,18324
2022,"Puebla de Cazalla, La",51,149180
2022,"Puebla de los Infantes, La",22,31347
2022,"Puebla del Río, La",46,124176
2022,"Real de la Jara, El",20,30211
2022,"Rinconada, La",159,461425
2022,"Roda de Andalucía, La",32,32113
2022,"Ronquillo, El",11,19474
2022,"Rubio, El",15,28579
2022,"Salteras",23,58825
2022,"San Juan de Aznalfarache",75,254140
2022,"San Nicolás del Puerto",10,11969
2022,"Sanlúcar la Mayor",48,147900
2022,"Santiponce",32,89107
2022,"Saucejo, El",30,49782
2022,"Sevilla",2170,11081560
2022,"Tocina",34,97982
2022,"Tomares",129,390210
2022,"Umbrete",35,96921
2022,"Utrera",205,592765
2022,"Valencina de la Concepción",30,83671
2022,"Villamanrique de la Condesa",17,47973
2022,"Villanueva de San Juan",11,8048
2022,"Villanueva del Ariscal",23,70337
2022,"Villanueva del Río y Minas",25,37733
2022,"Villaverde del Río",31,66671
2022,"Viso del Alcor, El",65,230760
