"year","mun","cont","kg"
2023,"Abegondo",71,91700
2023,"Ames",130,436965
2023,"Aranga",32,59180
2023,"Ares",41,178996
2023,"Arteixo",219,531500
2023,"Arzúa",57,106880
2023,"Baña, A",52,115780
2023,"Bergondo",73,137720
2023,"Betanzos",78,212080
2023,"Boimorto",25,42790
2023,"Boiro",138,446845
2023,"Boqueixón",50,131712
2023,"Brión",37,112500
2023,"Cabana de Bergantiños",46,54500
2023,"Cabanas",34,50515
2023,"Camariñas",45,111000
2023,"Cambre",117,351700
2023,"Capela, A",19,43124
2023,"Carballo",323,604510
2023,"Cariño",40,107247
2023,"Carnota",28,127350
2023,"Carral",70,110040
2023,"Cedeira",65,184366
2023,"Cee",42,108000
2023,"Cerceda",83,62120
2023,"Cerdido",18,29956
2023,"Coirós",19,36576
2023,"Corcubión",15,38000
2023,"Coristanco",96,86000
2023,"Coruña, A",710,3862260
2023,"Culleredo",134,454880
2023,"Curtis",56,121330
2023,"Dodro",30,38220
2023,"Dumbría",25,40500
2023,"Fene",98,238450
2023,"Ferrol",256,750140
2023,"Fisterra",45,134000
2023,"Frades",28,32680
2023,"Irixoa",21,17430
2023,"Laracha, A",125,181000
2023,"Laxe",42,83500
2023,"Lousame",22,36210
2023,"Malpica de Bergantiños",69,128500
2023,"Mañón",41,41289
2023,"Mazaricos",34,29500
2023,"Melide",61,145730
2023,"Mesía",22,39910
2023,"Miño",66,167596
2023,"Moeche",24,31820
2023,"Monfero",79,50586
2023,"Mugardos",46,122254
2023,"Muros",55,201360
2023,"Muxía",60,173574
2023,"Narón",164,487760
2023,"Neda",48,84683
2023,"Negreira",61,151158
2023,"Noia",60,258820
2023,"Oleiros",201,696420
2023,"Ordes",116,157930
2023,"Oroso",55,111250
2023,"Ortigueira",68,124089
2023,"Outes",45,116000
2023,"Oza-Cesuras",65,68840
2023,"Paderne",41,63273
2023,"Padrón",93,277051
2023,"Pino, O",58,95790
2023,"Pobra do Caramiñal, A",53,164917
2023,"Ponteceso",57,111000
2023,"Pontedeume",68,169501
2023,"Pontes de García Rodríguez, As",91,167420
2023,"Porto do Son",51,213430
2023,"Rianxo",65,166060
2023,"Ribeira",141,485307
2023,"Rois",23,55980
2023,"Sada",85,292640
2023,"San Sadurniño",43,67679
2023,"Santa Comba",118,180420
2023,"Santiago de Compostela",526,2785483
2023,"Santiso",19,12000
2023,"Sobrado",9,16310
2023,"Somozas, As",11,18407
2023,"Teo",114,294190
2023,"Toques",10,12460
2023,"Tordoia",38,52780
2023,"Touro",43,91570
2023,"Trazo",27,48560
2023,"Val do Dubra",40,59500
2023,"Valdoviño",70,142427
2023,"Vedra",71,187880
2023,"Vilarmaior",81,62902
2023,"Vilasantar",13,17750
2023,"Vimianzo",45,128960
2023,"Zas",70,53500
