"year","mun","cont","kg"
2021,"Campdevànol",36,86261
2021,"Campelles",4,10916
2021,"Camprodon",35,130066
2021,"Gombrèn",5,7855
2021,"Llanars",7,23384
2021,"Llosses, Les",5,7246
2021,"Molló",5,19993
2021,"Ogassa",6,9095
2021,"Pardines",5,8594
2021,"Planoles",13,17410
2021,"Queralbs",11,18079
2021,"Ribes de Freser",28,86224
2021,"Ripoll",88,254157
2021,"Sant Joan de les Abadesses",32,117668
2021,"Sant Pau de Segúries",11,30372
2021,"Setcases",5,11802
2021,"Toses",9,9370
2021,"Vallfogona de Ripollès",4,9346
2021,"Vilallonga de Ter",10,26522
