"year","mun","cont","kg"
2022,"Abarca de Campos",2,784
2022,"Abia de las Torres",3,5006
2022,"Aguilar de Campoo",80,206737
2022,"Alar del Rey",30,35609
2022,"Alba de Cerrato",3,6743
2022,"Amayuelas de Arriba",0,0
2022,"Ampudia",7,18899
2022,"Amusco",4,12410
2022,"Antigüedad",5,12925
2022,"Arconada",4,1285
2022,"Astudillo",11,28262
2022,"Autilla del Pino",4,7149
2022,"Autillo de Campos",1,1969
2022,"Ayuela",2,1911
2022,"Baltanás",14,40700
2022,"Baquerín de Campos",1,166
2022,"Bárcena de Campos",1,2637
2022,"Barruelo de Santullán",14,32985
2022,"Báscones de Ojeda",2,7835
2022,"Becerril de Campos",9,18479
2022,"Belmonte de Campos",1,166
2022,"Berzosilla",2,1994
2022,"Boada de Campos",0,0
2022,"Boadilla de Rioseco",3,2819
2022,"Boadilla del Camino",2,4282
2022,"Brañosera",5,15734
2022,"Buenavista de Valdavia",10,14985
2022,"Bustillo de la Vega",4,7532
2022,"Bustillo del Páramo de Carrión",2,2074
2022,"Calahorra de Boedo",3,3535
2022,"Calzada de los Molinos",4,5501
2022,"Capillas",3,673
2022,"Cardeñosa de Volpejera",1,505
2022,"Carrión de los Condes",26,66994
2022,"Castil de Vela",1,1099
2022,"Castrejón de la Peña",5,10049
2022,"Castrillo de Don Juan",6,7535
2022,"Castrillo de Onielo",2,3675
2022,"Castrillo de Villavega",3,4281
2022,"Castromocho",3,2374
2022,"Cervatos de la Cueza",11,12079
2022,"Cervera de Pisuerga",39,81424
2022,"Cevico de la Torre",6,19390
2022,"Cevico Navero",5,14929
2022,"Cisneros",5,5639
2022,"Cobos de Cerrato",2,6143
2022,"Collazos de Boedo",2,1431
2022,"Congosto de Valdavia",5,6815
2022,"Cordovilla la Real",4,5224
2022,"Cubillas de Cerrato",3,2612
2022,"Dehesa de Montejo",2,707
2022,"Dehesa de Romanos",2,442
2022,"Dueñas",41,64031
2022,"Espinosa de Cerrato",1,0
2022,"Espinosa de Villagonzalo",2,4842
2022,"Frechilla",4,2940
2022,"Fresno del Río",5,5318
2022,"Frómista",10,29127
2022,"Fuentes de Nava",7,11993
2022,"Fuentes de Valdepero",6,3873
2022,"Grijota",22,30195
2022,"Guardo",35,104228
2022,"Guaza de Campos",3,2787
2022,"Hérmedes de Cerrato",2,3961
2022,"Herrera de Pisuerga",22,40247
2022,"Herrera de Valdecañas",3,3891
2022,"Hontoria de Cerrato",1,2101
2022,"Hornillos de Cerrato",3,3241
2022,"Husillos",9,9100
2022,"Itero de la Vega",3,5587
2022,"Lagartos",3,3354
2022,"Lantadilla",4,8010
2022,"Ledigos",6,2232
2022,"Loma de Ucieza",3,9111
2022,"Lomas",1,553
2022,"Magaz de Pisuerga",13,18770
2022,"Manquillos",1,1520
2022,"Mantinos",2,1031
2022,"Marcilla de Campos",2,1527
2022,"Mazariegos",2,3223
2022,"Mazuecos de Valdeginate",1,2463
2022,"Melgar de Yuso",4,4632
2022,"Meneses de Campos",2,3435
2022,"Micieces de Ojeda",1,1495
2022,"Monzón de Campos",8,10365
2022,"Moratinos",3,3188
2022,"Mudá",1,1208
2022,"Nogal de las Huertas",2,1434
2022,"Olea de Boedo",0,0
2022,"Olmos de Ojeda",3,2240
2022,"Osornillo",1,1400
2022,"Osorno la Mayor",16,23503
2022,"Palencia",373,1526413
2022,"Palenzuela",1,5051
2022,"Páramo de Boedo",2,1010
2022,"Paredes de Nava",18,45186
2022,"Payo de Ojeda",3,478
2022,"Pedraza de Campos",2,759
2022,"Pedrosa de la Vega",5,3934
2022,"Perales",6,2777
2022,"Pernía, La",9,13190
2022,"Piña de Campos",6,9208
2022,"Pino del Río",3,4519
2022,"Población de Arroyo",4,560
2022,"Población de Campos",2,4678
2022,"Población de Cerrato",2,981
2022,"Polentinos",1,2113
2022,"Pomar de Valdivia",12,10137
2022,"Poza de la Vega",1,1918
2022,"Pozo de Urama",2,536
2022,"Prádanos de Ojeda",3,8034
2022,"Puebla de Valdavia, La",2,1362
2022,"Quintana del Puente",5,9258
2022,"Quintanilla de Onsoña",8,5019
2022,"Reinoso de Cerrato",2,5567
2022,"Renedo de la Vega",6,4167
